step,tokens_seen,elapsed_seconds,loss,learning_rate
6400,6710886400,4932.197014,3.54743632,3.129348350846157e-05
6450,6763315200,4966.800369,4.34777667,3.12453880393234e-05
6500,6815744000,5001.408706,3.56631091,3.119773697525544e-05
6550,6868172800,5070.688257,7.42962012,3.1150522839001936e-05
6600,6920601600,5105.295162,6.25579914,3.110373833496983e-05
6650,6973030400,5139.893983,5.32655179,3.1057376343478555e-05
6700,7025459200,5174.506365,5.40005191,3.101142991523367e-05
6750,7077888000,5209.318817,3.02457621,3.096589226601369e-05
6800,7130316800,5244.386402,4.60953512,3.092075677156075e-05
6850,7182745600,5278.993461,3.62244615,3.0876016962665485e-05
6900,7235174400,5313.602409,3.11757393,3.083166652043764e-05
6950,7287603200,5348.209144,4.1247906,3.078769927175403e-05
7000,7340032000,5382.817674,3.64283065,3.074410918487589e-05
7050,7392460800,5451.912764,7.06359008,3.070089036522832e-05
7100,7444889600,5486.516806,4.02509964,3.0658037051334545e-05
7150,7497318400,5521.12913,4.71977282,3.061554361089842e-05
7200,7549747200,5555.740901,3.70321652,3.0573404537028665e-05
7250,7602176000,5590.353478,5.6893904,3.053161444459887e-05
7300,7654604800,5624.969928,5.89946,3.0490168066737334e-05
7350,7707033600,5659.58408,4.45256828,3.044906025144143e-05
7400,7759462400,5694.189493,5.8796773,3.0408285958311132e-05
7450,7811891200,5728.795987,4.07680932,3.0367840255396805e-05
7500,7864320000,5763.407547,4.9974153,3.0327718316156488e-05
7550,7916748800,5832.492878,6.52535644,3.02879154165182e-05
7600,7969177600,5867.106032,4.66060551,3.0248426932042906e-05
7650,8021606400,5901.720696,5.48209921,3.020924833518419e-05
7700,8074035200,5936.425888,4.8651098,3.017037519264057e-05
7750,8126464000,5971.486803,5.49565718,3.0131803162796856e-05
7800,8178892800,6006.194885,3.97547919,3.009352799325095e-05
7850,8231321600,6040.799494,5.98483282,3.0055545518422734e-05
7900,8283750400,6075.411706,4.89416225,3.001785165724184e-05
7950,8336179200,6110.029396,5.95183611,2.9980442410911136e-05
8000,8388608000,6144.643938,4.33033296,2.9943313860743054e-05
8050,8441036800,6214.192699,3.74491262,2.9906462166065975e-05
8100,8493465600,6248.787915,3.88141797,2.9869883562197885e-05
8150,8545894400,6283.380565,4.54369087,2.9833574358484873e-05
8200,8598323200,6317.964396,5.3663139,2.979753093640186e-05
8250,8650752000,6352.550508,5.47183593,2.9761749747713358e-05
8300,8703180800,6387.155565,3.95314195,2.9726227312691923e-05
8350,8755609600,6421.763688,3.23637956,2.9690960218392194e-05
8400,8808038400,6456.369285,4.31673666,2.9655945116978447e-05
8450,8860467200,6490.973365,5.40266158,2.9621178724103686e-05
8500,8912896000,6525.574289,4.38916586,2.958665781733848e-05
8550,8965324800,6594.728571,6.25159146,2.9552379234647538e-05
8600,9017753600,6629.334516,3.97848832,2.951833987291255e-05
8650,9070182400,6663.944575,4.59024017,2.9484536686499408e-05
8700,9122611200,6698.930243,5.43845803,2.9450966685868402e-05
8750,9175040000,6733.785225,6.80588663,2.9417626936225722e-05
8800,9227468800,6768.377709,5.3119364,2.93845145562149e-05
8850,9279897600,6803.090504,4.01311471,2.9351626716646753e-05
8900,9332326400,6837.688241,4.59028064,2.9318960639266518e-05
8950,9384755200,6872.290579,3.99369159,2.9286513595556818e-05
9000,9437184000,6906.892234,5.11679044,2.9254282905575314e-05
9050,9489612800,6976.162401,4.18790723,2.922226593682576e-05
9100,9542041600,7010.754663,3.8956787,2.9190460103161398e-05
9150,9594470400,7045.3467,5.65186279,2.9158862863719573e-05
9200,9646899200,7079.939296,3.68703173,2.9127471721886475e-05
9250,9699328000,7114.540059,4.89160287,2.909628422429105e-05
9300,9751756800,7149.136534,4.40551564,2.906529795982707e-05
9350,9804185600,7183.726391,4.98392053,2.903451055870246e-05
9400,9856614400,7218.325445,3.40849698,2.9003919691514937e-05
9450,9909043200,7252.913579,2.87194803,2.8973523068353142e-05
9500,9961472000,7287.504018,6.46475466,2.89433184379224e-05
9550,10013900800,7356.651044,4.50170603,2.8913303586694323e-05
9600,10066329600,7391.23406,4.4338181,2.8883476338079486e-05
9650,10118758400,7426.216398,4.25554677,2.8853834551622405e-05
9700,10171187200,7461.076837,4.69204701,2.882437612221816e-05
9750,10223616000,7495.678164,6.10280973,2.879509897934991e-05
9800,10276044800,7530.283807,4.52687223,2.876600108634669e-05
9850,10328473600,7564.884029,4.66581449,2.87370804396608e-05
9900,10380902400,7599.591748,5.06865118,2.8708335068164248e-05
9950,10433331200,7634.192303,5.27248058,2.8679763032463546e-05
10000,10485760000,7668.791754,4.43767761,2.8651362424232404e-05
10050,10538188800,7738.011679,5.37178222,2.8623131365561644e-05
10100,10590617600,7772.628032,4.05686282,2.8595068008325977e-05
10150,10643046400,7807.238803,2.87250561,2.8567170533566888e-05
10200,10695475200,7841.851572,5.52392509,2.853943715089142e-05
10250,10747904000,7876.458673,4.00257338,2.8511866097886093e-05
10300,10800332800,7911.073706,5.17708059,2.848445563954576e-05
10350,10852761600,7945.686232,4.15383302,2.845720406771673e-05
10400,10905190400,7980.297465,6.31330776,2.84301097005539e-05
10450,10957619200,8014.906931,4.06059188,2.8403170881991377e-05
10500,11010048000,8049.518662,5.30338926,2.837638598122624e-05
10550,11062476800,8118.839069,5.58854212,2.834975339221505e-05
10600,11114905600,8153.552059,6.01163432,2.832327153318271e-05
10650,11167334400,8188.692176,6.99699542,2.829693884614333e-05
10700,11219763200,8223.312953,5.72128934,2.827075379643276e-05
10750,11272192000,8257.936912,5.49855784,2.8244714872252465e-05
10800,11324620800,8292.550298,5.61234559,2.8218820584224343e-05
10850,11377049600,8327.164046,5.04327612,2.8193069464956268e-05
10900,11429478400,8361.780964,6.9574924,2.8167460068618e-05
10950,11481907200,8396.508752,3.7697979,2.8141990970527178e-05
11000,11534336000,8431.120996,3.78233746,2.8116660766745078e-05
11050,11586764800,8500.432854,11.54001005,2.8091468073681976e-05
11100,11639193600,8535.04595,3.07437433,2.8066411527711673e-05
11150,11691622400,8569.660052,6.30103701,2.8041489784795073e-05
11200,11744051200,8604.275528,5.1374998,2.801670152011251e-05
11250,11796480000,8638.894306,5.69671906,2.7992045427704562e-05
11300,11848908800,8673.511553,5.105491,2.7967520220121157e-05
11350,11901337600,8708.123686,3.69267344,2.7943124628078728e-05
11400,11953766400,8742.738107,3.90995237,2.7918857400125158e-05
11450,12006195200,8777.361833,3.50128038,2.7894717302312424e-05
11500,12058624000,8811.982478,5.29509289,2.7870703117876546e-05
11550,12111052800,8881.236435,5.14436112,2.7846813646924857e-05
11600,12163481600,8916.229154,5.6190816,2.7823047706130202e-05
11650,12215910400,8951.041939,6.3290227,2.7799404128432016e-05
11700,12268339200,8985.663999,4.70215573,2.777588176274406e-05
11750,12320768000,9020.280576,4.47161803,2.7752479473668585e-05
11800,12373196800,9054.896923,6.47862178,2.7729196141216863e-05
11850,12425625600,9089.51215,4.34478185,2.77060306605358e-05
11900,12478054400,9124.124354,2.87916219,2.7682981941640558e-05
11950,12530483200,9158.85375,4.58152366,2.7660048909153023e-05
12000,12582912000,9193.465761,4.10384032,2.763723050204589e-05
12050,12635340800,9262.782534,3.38713139,2.7614525673392328e-05
12100,12687769600,9297.405007,4.1859362,2.7591933390120983e-05
12150,12740198400,9332.021477,5.78431469,2.7569452632776295e-05
12200,12792627200,9366.641797,5.04194743,2.7547082395283846e-05
12250,12845056000,9401.264236,3.56553237,2.7524821684720776e-05
12300,12897484800,9435.88903,5.21747038,2.7502669521090995e-05
12350,12949913600,9470.512821,3.75013492,2.7480624937105165e-05
12400,13002342400,9505.126406,4.20657156,2.7458686977965288e-05
12450,13054771200,9539.736704,4.88588851,2.74368547011538e-05
12500,13107200000,9574.352622,3.1339501,2.7415127176227073e-05
12550,13159628800,9643.418099,5.89464709,2.739350348461316e-05
12600,13212057600,9678.610503,3.72701721,2.7371982719413765e-05
12650,13264486400,9713.229456,5.38507988,2.7350563985210243e-05
12700,13316915200,9747.851043,3.54479796,2.7329246397873627e-05
12750,13369344000,9782.469401,5.11712921,2.7308029084378474e-05
12800,13421772800,9817.082131,3.47287557,2.728691118262055e-05
12850,13474201600,9851.696802,5.60012363,2.7265891841238166e-05
12900,13526630400,9886.305486,4.64982031,2.7244970219437148e-05
12950,13579059200,9920.91825,6.80012397,2.7224145486819304e-05
13000,13631488000,9955.645751,4.16214105,2.7203416823214345e-05
13050,13683916800,10025.129945,3.97169231,2.7182783418515144e-05
13100,13736345600,10059.740326,5.78930834,2.7162244472516275e-05
13150,13788774400,10094.355813,5.06017681,2.714179919475572e-05
13200,13841203200,10128.964165,4.33545098,2.7121446804359763e-05
13250,13893632000,10163.575219,5.09942337,2.7101186529890865e-05
13300,13946060800,10198.191851,5.65919266,2.7081017609198524e-05
13350,13998489600,10232.811301,5.5312777,2.7060939289273095e-05
13400,14050918400,10267.425515,5.27422023,2.704095082610239e-05
13450,14103347200,10302.041718,3.93336241,2.702105148453107e-05
13500,14155776000,10336.76033,3.93909231,2.7001240538122763e-05
13550,14208204800,10406.744611,5.73742339,2.6981517269024832e-05
13600,14260633600,10441.341372,4.29788039,2.696188096783569e-05
13650,14313062400,10475.936098,6.22387315,2.6942330933474692e-05
13700,14365491200,10510.535465,3.92528666,2.6922866473054487e-05
13750,14417920000,10545.135998,3.64371257,2.6903486901755757e-05
13800,14470348800,10579.735627,3.37062711,2.6884191542704358e-05
13850,14522777600,10614.334925,3.93950377,2.6864979726850736e-05
13900,14575206400,10648.935366,5.6539028,2.6845850792851644e-05
13950,14627635200,10683.537127,4.83702891,2.682680408695402e-05
14000,14680064000,10718.141918,4.44258257,2.6807838962881022e-05
14050,14732492800,10787.476658,4.22697597,2.6788954781720227e-05
14100,14784921600,10822.079285,3.87697171,2.677015091181385e-05
14150,14837350400,10856.68094,4.48229922,2.6751426728650993e-05
14200,14889779200,10891.284353,5.54015657,2.6732781614761836e-05
14250,14942208000,10925.887645,4.66373701,2.671421495961386e-05
14300,14994636800,10960.489662,3.78229115,2.6695726159509816e-05
14350,15047065600,10995.100336,5.13181371,2.6677314617487677e-05
14400,15099494400,11029.705567,4.57968345,2.665897974322229e-05
14450,15151923200,11064.30347,3.65932235,2.66407209529289e-05
14500,15204352000,11099.290388,5.69371019,2.662253766926831e-05
14550,15256780800,11169.012793,4.81056124,2.660442932125381e-05
14600,15309209600,11203.616628,4.2637492,2.6586395344159732e-05
14650,15361638400,11238.222375,5.25195324,2.6568435179431604e-05
14700,15414067200,11272.829219,5.07325039,2.6550548274597986e-05
14750,15466496000,11307.437243,4.64474054,2.6532734083183725e-05
14800,15518924800,11342.044462,4.4449831,2.651499206462487e-05
14850,15571353600,11376.652379,3.111093,2.6497321684184983e-05
14900,15623782400,11411.248592,4.6411832,2.6479722412872976e-05
14950,15676211200,11445.855329,3.46285075,2.6462193727362306e-05
15000,15728640000,11480.459994,5.03053293,2.644473510991165e-05
15050,15781068800,11549.808144,4.49859348,2.6427346048286905e-05
15100,15833497600,11584.519962,3.96381972,2.641002603568455e-05
15150,15885926400,11619.119935,4.7385584,2.6392774570656296e-05
15200,15938355200,11653.726986,4.68543513,2.637559115703506e-05
15250,15990784000,11688.333987,4.3306008,2.6358475303862208e-05
15300,16043212800,11722.943134,4.70963263,2.6341426525315976e-05
15350,16095641600,11757.554506,4.37012709,2.6324444340641186e-05
15400,16148070400,11792.16376,4.88623714,2.6307528274080067e-05
15450,16200499200,11826.880022,3.14164255,2.6290677854804335e-05
15500,16252928000,11862.148322,4.5176632,2.6273892616848312e-05
15550,16305356800,11931.391351,3.87022921,2.6257172099043237e-05
15600,16357785600,11965.994405,4.1999232,2.6240515844952636e-05
15650,16410214400,12000.600238,5.07930204,2.622392340280881e-05
15700,16462643200,12035.207066,4.5943228,2.620739432545029e-05
15750,16515072000,12069.817177,5.15661298,2.619092817026045e-05
15800,16567500800,12104.421063,4.58011515,2.617452449910699e-05
15850,16619929600,12138.919259,5.31947996,2.6158182878282534e-05
15900,16672358400,12173.424038,4.12621917,2.6141902878446123e-05
15950,16724787200,12207.927783,6.02374346,2.612568407456571e-05
16000,16777216000,12242.451075,3.35058652,2.6109526045861554e-05
16050,16829644800,12311.811892,4.7398658,2.6093428375750544e-05
16100,16882073600,12346.421276,5.530874,2.6077390651791438e-05
16150,16934502400,12381.130789,4.25015447,2.6061412465630962e-05
16200,16986931200,12415.731922,2.788992,2.60454934129508e-05
16250,17039360000,12450.336336,5.78709638,2.602963309341539e-05
16300,17091788800,12484.944889,5.8814777,2.6013831110620602e-05
16350,17144217600,12519.551842,3.94260806,2.599808707204321e-05
16400,17196646400,12554.305132,3.34402719,2.5982400588991167e-05
16450,17249075200,12589.473988,3.38927177,2.5966771276554652e-05
16500,17301504000,12624.207736,3.71624257,2.595119875355792e-05
16550,17353932800,12693.394036,4.32663345,2.5935682642511893e-05
16600,17406361600,12727.995253,3.13117274,2.592022256956747e-05
16650,17458790400,12762.60038,4.72871685,2.5904818164469623e-05
16700,17511219200,12797.21117,3.96771716,2.5889469060512154e-05
16750,17563648000,12831.821417,4.65598649,2.5874174894493185e-05
16800,17616076800,12866.432288,4.85493063,2.585893530667132e-05
16850,17668505600,12901.041943,4.96265631,2.58437499407225e-05
16900,17720934400,12935.649894,4.66464455,2.5828618443697506e-05
16950,17773363200,12970.260924,3.23174663,2.581354046598014e-05
17000,17825792000,13004.875668,5.90965618,2.579851566124601e-05
17050,17878220800,13074.160365,4.34490867,2.5783543686421964e-05
17100,17930649600,13108.77111,4.31862038,2.5768624201646163e-05
17150,17983078400,13143.379356,3.69087014,2.57537568702287e-05
17200,18035507200,13178.093836,5.05178075,2.5738941358612893e-05
17250,18087936000,13212.704636,4.66418262,2.5724177336337085e-05
17300,18140364800,13247.314715,5.24746609,2.5709464475997063e-05
17350,18192793600,13281.927733,4.76530686,2.5694802453209043e-05
17400,18245222400,13316.956781,4.89017536,2.568019094657319e-05
17450,18297651200,13351.95639,5.07710649,2.5665629637637685e-05
17500,18350080000,13386.569298,3.66898742,2.5651118210863324e-05
17550,18402508800,13455.777579,4.42823462,2.5636656353588667e-05
17600,18454937600,13490.385944,4.66374103,2.5622243755995667e-05
17650,18507366400,13524.996069,3.54283814,2.5607880111075826e-05
17700,18559795200,13559.606536,5.72055112,2.5593565114596845e-05
17750,18612224000,13594.213422,3.8684662,2.557929846506976e-05
17800,18664652800,13628.829339,4.6154637,2.556507986371656e-05
17850,18717081600,13663.439862,3.23290529,2.5550909014438274e-05
17900,18769510400,13698.055605,5.00243236,2.5536785623783528e-05
17950,18821939200,13732.666994,3.49056081,2.5522709400917553e-05
18000,18874368000,13767.285879,4.82726988,2.550868005759166e-05
18050,18926796800,13836.417555,5.61060825,2.5494697308113097e-05
18100,18979225600,13871.040647,4.0936204,2.548076086931541e-05
18150,19031654400,13905.661962,4.00778726,2.5466870460529214e-05
18200,19084083200,13940.384502,4.3874369,2.5453025803553316e-05
18250,19136512000,13974.896466,3.42434225,2.5439226622626343e-05
18300,19188940800,14009.419316,3.94629822,2.542547264439871e-05
18350,19241369600,14044.085004,6.41295748,2.541176359790502e-05
18400,19293798400,14079.400793,4.24840091,2.539809921453682e-05
18450,19346227200,14113.928187,5.48126286,2.5384479228015784e-05
18500,19398656000,14148.448882,4.51481911,2.537090337436722e-05
18550,19451084800,14217.488072,5.02811772,2.535737139189403e-05
18600,19503513600,14252.105505,5.82627534,2.5343883021150917e-05
18650,19555942400,14286.722505,5.64742775,2.533043800491906e-05
18700,19608371200,14321.338002,4.89095955,2.531703608818111e-05
18750,19660800000,14355.926619,4.18352132,2.5303677018096473e-05
18800,19713228800,14390.460613,5.7243213,2.529036054397704e-05
18850,19765657600,14424.978265,3.93262333,2.5277086417263142e-05
18900,19818086400,14459.483082,3.05610981,2.5263854391499937e-05
18950,19870515200,14493.994263,4.51281866,2.5250664222314046e-05
19000,19922944000,14528.522908,2.9122055,2.523751566739055e-05
19050,19975372800,14597.642408,4.2152399,2.5224408486450273e-05
19100,20027801600,14632.263941,5.35848532,2.521134244122742e-05
19150,20080230400,14666.881181,3.61686852,2.519831729544744e-05
19200,20132659200,14701.411673,6.66291671,2.5185332814805283e-05
19250,20185088000,14736.028953,5.65615409,2.517238876694389e-05
19300,20237516800,14770.553041,5.38642441,2.5159484921432975e-05
19350,20289945600,14805.574765,4.5647221,2.514662104974811e-05
19400,20342374400,14840.500495,4.57401378,2.5133796925250113e-05
19450,20394803200,14875.015388,4.44165581,2.512101232316464e-05
19500,20447232000,14909.527137,3.69868942,2.5108267020562133e-05
19550,20499660800,14978.687694,4.96421207,2.5095560796337962e-05
19600,20552089600,15013.298555,4.00642376,2.5082893431192894e-05
19650,20604518400,15047.883805,3.59189685,2.507026470761377e-05
19700,20656947200,15082.401011,4.94137249,2.5057674409854477e-05
19750,20709376000,15116.918053,4.84386607,2.5045122323917114e-05
19800,20761804800,15151.439208,3.21162451,2.503260823753349e-05
19850,20814233600,15185.951614,3.14994372,2.502013194014678e-05
19900,20866662400,15220.467786,3.52349252,2.5007693222893497e-05
19932,20900216832,15242.558335,4.52501319,2.4999752070151902e-05
