dataset,model,group_column,group_value,n,errors,error_rate,mean_af_abraom,mean_score
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,LRP2,223,22,0.09865470852017937,0.21080465614795685,0.29392808779339086
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,LRRCC1,5,2,0.4,0.07156260311603546,0.5754149436950684
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,LRSAM1,47,4,0.0851063829787234,0.23323452472686768,0.2887018088330614
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,LRTOMT,8,0,0.0,0.338492751121521,0.32210080511868
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,LTBP3,14,2,0.14285714285714285,0.1909637749195099,0.3581126108765602
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,LTBR,5,1,0.2,0.15917998552322388,0.4541922628879547
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,LYSMD3,1,1,1.0,0.02006799913942814,0.6178585886955261
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,LZTR1,56,3,0.05357142857142857,0.2327130138874054,0.2808087917843035
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MACF1,88,12,0.13636363636363635,0.2080373913049698,0.32310386560857296
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MAG,11,2,0.18181818181818182,0.2573557198047638,0.38816882398995484
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MAGEC1,2,1,0.5,0.1370535045862198,0.5716818273067474
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MAGI3,2,0,0.0,0.014517500065267086,0.5827134847640991
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MALRD1,7,1,0.14285714285714285,0.11418813467025757,0.5734256974288395
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MAP1B,6,3,0.5,0.1558496654033661,0.5759144077698389
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MAP3K1,44,6,0.13636363636363635,0.31013232469558716,0.3885625702413646
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MAP3K14,7,1,0.14285714285714285,0.21306586265563965,0.43799869077546255
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MAP3K3,14,0,0.0,0.21693894267082214,0.21842469807182038
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MAPT,71,8,0.11267605633802817,0.20096755027770996,0.3585022226185866
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MAT1A,35,1,0.02857142857142857,0.27801579236984253,0.3204666359083993
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MATN3,18,5,0.2777777777777778,0.18991774320602417,0.46865955740213394
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MATR3,21,0,0.0,0.204302579164505,0.3363376870041802
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MAX,22,1,0.045454545454545456,0.23750971257686615,0.31219363517381926
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MC4R,2,0,0.0,0.030545998364686966,0.3885142505168915
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MCAM,2,1,0.5,0.018573500216007233,0.5955478996038437
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MCF2,2,1,0.5,0.035751499235630035,0.6370820701122284
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MDH2,15,3,0.2,0.1735270619392395,0.3919709394375483
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MECR,20,0,0.0,0.31219038367271423,0.27867441326379777
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MED17,37,3,0.08108108108108109,0.2784760296344757,0.31226727406720856
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MEGF6,7,2,0.2857142857142857,0.013114571571350098,0.6039591559341976
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MEN1,25,0,0.0,0.23578916490077972,0.31248342514038085
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MICAL1,12,5,0.4166666666666667,0.2100057601928711,0.5515978087981542
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MIDEAS,1,1,1.0,0.07399500161409378,0.5997195839881897
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MIEF1,2,1,0.5,0.019641000777482986,0.5605410039424896
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MKI67,6,0,0.0,0.10340166836977005,0.5399038195610046
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MKKS,13,0,0.0,0.15024501085281372,0.3345112307713582
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MMADHC,18,3,0.16666666666666666,0.3919522166252136,0.3477825489309099
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MMUT,26,2,0.07692307692307693,0.25497910380363464,0.29288943398457307
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MPC1,14,2,0.14285714285714285,0.21599364280700684,0.3814393697040422
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MPV17L2,1,1,1.0,0.2843720018863678,0.6825737357139587
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MRPS23,2,1,0.5,0.021563000977039337,0.508146345615387
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MRPS34,4,2,0.5,0.07546975463628769,0.5472282394766808
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MTERF1,2,0,0.0,0.016224998980760574,0.5268588364124298
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MTFMT,20,2,0.1,0.2614439129829407,0.2814643271267414
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MTPAP,33,0,0.0,0.3174847364425659,0.25121738287535583
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MTUS1,3,2,0.6666666666666666,0.01238266658037901,0.6514294246832529
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MUC1,3,0,0.0,0.20989000797271729,0.45995791753133136
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MUC12,6,3,0.5,0.4490164816379547,0.5754802127679189
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MUC5B,181,48,0.26519337016574585,0.16038502752780914,0.46599061630707417
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MYBPC1,91,6,0.06593406593406594,0.2452898919582367,0.2681391165479199
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MYCBP2,5,3,0.6,0.014261201024055481,0.651007878780365
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MYH7,61,3,0.04918032786885246,0.17184023559093475,0.28574347899096914
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MYO18A,6,1,0.16666666666666666,0.013450167141854763,0.520381381114324
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,MYOM1,120,11,0.09166666666666666,0.2495100051164627,0.29696888426939644
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NAGLU,20,0,0.0,0.2468213587999344,0.2500515699386597
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NARS1,2,0,0.0,0.10759999603033066,0.5061872899532318
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NAXD,6,0,0.0,0.045830000191926956,0.42520637810230255
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NBEAL2,32,3,0.09375,0.3390905559062958,0.38417401956394315
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NCAPH,3,1,0.3333333333333333,0.19612868130207062,0.5903578599294027
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NCKAP1L,12,1,0.08333333333333333,0.34162402153015137,0.3436403386294842
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NDUFA12,11,2,0.18181818181818182,0.30297544598579407,0.28659251874143427
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NDUFA6,2,0,0.0,0.3883435130119324,0.3277159556746483
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NDUFAF2,10,0,0.0,0.23847147822380066,0.23324156031012536
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NEFL,14,0,0.0,0.2800496518611908,0.3493498052869524
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NFASC,7,1,0.14285714285714285,0.29065531492233276,0.4704056658915111
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NIPA1,32,0,0.0,0.24917539954185486,0.2921289410442114
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NKX2-2,4,3,0.75,0.04259749874472618,0.623208798468113
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NLRP3,36,1,0.027777777777777776,0.23460891842842102,0.300082019633717
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NOD1,5,3,0.6,0.11554219573736191,0.6091402888298034
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NOP14,1,1,1.0,0.012382999993860722,0.8198933005332947
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NOS1AP,25,0,0.0,0.28503838181495667,0.2626050871610641
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NPHP4,64,3,0.046875,0.2339024543762207,0.2972811625804752
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NPNT,1,1,1.0,0.013237000443041325,0.6610482335090637
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NPR2,13,2,0.15384615384615385,0.24152609705924988,0.31903300835536075
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NRTN,3,0,0.0,0.03686299920082092,0.49191009004910785
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NSMF,17,0,0.0,0.15235859155654907,0.2394021311227013
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NTF3,1,1,1.0,0.08667799830436707,0.6109178066253662
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NTN5,10,0,0.0,0.2551237940788269,0.25360536724328997
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,NUP214,2,2,1.0,0.35783651471138,0.7277524173259735
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,OCRL,20,0,0.0,0.10582105070352554,0.2676827013492584
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,ODAPH,7,0,0.0,0.19629129767417908,0.31501126076493946
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,ODC1,2,0,0.0,0.19748049974441528,0.3690275400876999
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,OFD1,30,0,0.0,0.09692411869764328,0.2517707392573357
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,OPTC,26,2,0.07692307692307693,0.10004596412181854,0.24196350918366358
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,OR4N4,2,1,0.5,0.12110349535942078,0.6478694975376129
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,OR51B5,1,1,1.0,0.040564000606536865,0.7461389899253845
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,ORC6,5,2,0.4,0.48539701104164124,0.46023533046245574
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,OS9,4,1,0.25,0.12105075269937515,0.5284131914377213
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,OXA1L,2,0,0.0,0.26323649287223816,0.5591918230056763
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PACS2,33,2,0.06060606060606061,0.042633723467588425,0.2844227629177498
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PAH,52,2,0.038461538461538464,0.24586154520511627,0.31142010253209335
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PAPPA,1,1,1.0,0.6229720115661621,0.7892336845397949
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PARM1,1,1,1.0,0.013237000443041325,0.7371581792831421
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PARS2,13,1,0.07692307692307693,0.12848985195159912,0.3468896368375191
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PASK,4,1,0.25,0.014624249190092087,0.5813868194818497
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PATL1,1,1,1.0,0.015798000618815422,0.7279754281044006
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PAX6,29,0,0.0,0.2232300341129303,0.2722646979422405
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PBX1,3,1,0.3333333333333333,0.4173073470592499,0.5435237387816111
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PCDH15,142,10,0.07042253521126761,0.2645507752895355,0.2764824172350722
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PCDHB@,21,7,0.3333333333333333,0.23043450713157654,0.5541499739601499
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PCF11,2,2,1.0,0.014731000177562237,0.6802269816398621
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PCNX1,2,2,1.0,0.019000999629497528,0.7087396383285522
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PCSK9,28,7,0.25,0.35296204686164856,0.3814411775342056
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PDCD10,7,0,0.0,0.10766956955194473,0.25508116611412596
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PDCD2,1,1,1.0,0.011102000251412392,0.7718434929847717
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PDE4D,76,2,0.02631578947368421,0.29570457339286804,0.2878095501739728
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PDHX,53,2,0.03773584905660377,0.2881312072277069,0.36089219940158557
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PDK3,17,0,0.0,0.24261681735515594,0.28556160278180065
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PDPN,1,1,1.0,0.026900000870227814,0.5936092734336853
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PEX2,17,1,0.058823529411764705,0.30938854813575745,0.3279953940826304
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PGAP2,16,0,0.0,0.29269856214523315,0.24918677285313606
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PGLS,3,1,0.3333333333333333,0.35624828934669495,0.53995081782341
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PHF2,3,0,0.0,0.07714233547449112,0.48417047659556073
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PHGDH,29,1,0.034482758620689655,0.22251835465431213,0.2913041942078492
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PICALM,30,3,0.1,0.3804801404476166,0.2774320811033249
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PIDD1,6,1,0.16666666666666666,0.15871383249759674,0.46328161656856537
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PIF1,1,1,1.0,0.01195599976927042,0.6127732396125793
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PIGN,75,10,0.13333333333333333,0.23150570690631866,0.3069140083591143
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PIM3,1,1,1.0,0.7946199774742126,0.6513549089431763
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PITPNM1,2,1,0.5,0.01163800060749054,0.6051805168390274
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PITX3,4,0,0.0,0.3331872224807739,0.2775280773639679
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PKMYT1,1,1,1.0,0.012810000218451023,0.7476159334182739
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PLA2G4A,4,1,0.25,0.27786099910736084,0.5381299555301666
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PLA2R1,5,2,0.4,0.23057201504707336,0.6041333556175232
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PLCG2,104,6,0.057692307692307696,0.2998037040233612,0.26124275332460034
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PLEKHM1,19,0,0.0,0.2399659901857376,0.3137289105277312
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PLK4,14,4,0.2857142857142857,0.18107227981090546,0.42417978601796286
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PLOD1,58,5,0.08620689655172414,0.1531657874584198,0.30229060531690205
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PLXNB1,4,0,0.0,0.14207950234413147,0.43678322434425354
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PLXND1,5,1,0.2,0.13672100007534027,0.5592652678489685
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PMM2,36,2,0.05555555555555555,0.2530722916126251,0.32414887183242375
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PMS1,19,6,0.3157894736842105,0.049395523965358734,0.48185523011182485
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,POC1B,8,1,0.125,0.2908836305141449,0.30588574707508087
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,POC5,9,3,0.3333333333333333,0.1639624387025833,0.5142820047007667
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,POLA1,6,2,0.3333333333333333,0.13423214852809906,0.44076840827862424
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,POLG,53,3,0.05660377358490566,0.17452014982700348,0.2784301028499063
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,POLG2,15,3,0.2,0.1723601371049881,0.39864841600259143
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,POLR1C,47,4,0.0851063829787234,0.0659915879368782,0.3333292089878245
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,POLR1D,20,1,0.05,0.09090519696474075,0.40727114900946615
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,POMGNT1,3,0,0.0,0.08255066722631454,0.3450503995021184
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PON2,12,2,0.16666666666666666,0.21007700264453888,0.35550431286295253
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,POP1,39,0,0.0,0.19001948833465576,0.24441846421895883
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,POU2AF1,8,0,0.0,0.49023276567459106,0.32020207680761814
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PPOX,8,1,0.125,0.24754486978054047,0.3291008546948433
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PRDM1,2,2,1.0,0.08603750169277191,0.7286006212234497
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PRDX1,5,0,0.0,0.5879587531089783,0.27938568890094756
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PREPL,25,0,0.0,0.42373907566070557,0.20439599573612213
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PRNP,8,0,0.0,0.08747874200344086,0.40498753637075424
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PRRC2B,5,1,0.2,0.4438943862915039,0.5463699340820313
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PRUNE1,5,1,0.2,0.2189747840166092,0.5674179911613464
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PSIP1,2,1,0.5,0.014730999246239662,0.5959897935390472
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PSTPIP1,34,2,0.058823529411764705,0.17307241261005402,0.24321483842590275
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PTBP1,2,0,0.0,0.10204949975013733,0.36366507411003113
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PTCH1,56,2,0.03571428571428571,0.11688784509897232,0.30263710554156986
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PTF1A,6,0,0.0,0.3050098121166229,0.36171170324087143
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PTGER2,1,1,1.0,0.01067500002682209,0.7981867790222168
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PTP4A1,2,2,1.0,0.012809999287128448,0.7151003777980804
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PTPRM,3,1,0.3333333333333333,0.013806000351905823,0.5435197949409485
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,PTPRQ,117,23,0.19658119658119658,0.21143656969070435,0.33928642517481095
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RAB23,5,1,0.2,0.07736959308385849,0.4057006031274796
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RAD21,35,2,0.05714285714285714,0.07798203825950623,0.2546954606260572
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RAPGEF2,5,1,0.2,0.12468620389699936,0.5066029250621795
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RASA4,2,0,0.0,0.4616360068321228,0.48784367740154266
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RBBP4,2,0,0.0,0.9839885234832764,0.4264310151338577
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RBM28,2,1,0.5,0.013450000435113907,0.5374049693346024
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RCL1,1,1,1.0,0.014944000169634819,0.6123096346855164
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RDH5,5,0,0.0,0.19701120257377625,0.24081571400165558
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,REEP6,9,2,0.2222222222222222,0.22402498126029968,0.4031924886835946
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,REG3A,2,0,0.0,0.20367249846458435,0.5384144186973572
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,REL,4,0,0.0,0.3294669985771179,0.3165460489690304
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RELB,2,0,0.0,0.43274998664855957,0.18434908241033554
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,REV3L,3,3,1.0,0.0955023393034935,0.6529667973518372
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RGS9BP,5,1,0.2,0.25542259216308594,0.5506083726882934
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RHOT2,3,1,0.3333333333333333,0.01850266568362713,0.6296334664026896
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RIOK2,3,1,0.3333333333333333,0.01352133322507143,0.5718752046426138
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RIPPLY2,6,0,0.0,0.17413882911205292,0.36145490407943726
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RNF113A,2,0,0.0,0.2805570065975189,0.517079770565033
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RNF168,5,2,0.4,0.22920560836791992,0.6139646887779235
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RNPC3,2,1,0.5,0.6739969849586487,0.4681303948163986
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RPL18,4,0,0.0,0.24508950114250183,0.25932052731513977
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RPS24,12,1,0.08333333333333333,0.1392335742712021,0.34686967606345814
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RPS8,1,1,1.0,0.012810000218451023,0.6361271142959595
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RPSA,3,1,0.3333333333333333,0.34514665603637695,0.5787152846654257
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RPTOR,4,0,0.0,0.016439000144600868,0.5186632871627808
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RRAGA,4,1,0.25,0.21168924868106842,0.519568920135498
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RSPH9,18,0,0.0,0.07344572246074677,0.24571524063746134
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RSPO1,10,1,0.1,0.154568612575531,0.31427709609270094
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RTL1,4,1,0.25,0.16161425411701202,0.5422132015228271
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RTN1,2,1,0.5,0.015584999695420265,0.6119273900985718
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RTN2,17,0,0.0,0.19633223116397858,0.3094366455779356
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,RUNX1,37,1,0.02702702702702703,0.14816471934318542,0.30494209560188085
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SARDH,3,2,0.6666666666666666,0.2630750238895416,0.621586819489797
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SASH1,35,1,0.02857142857142857,0.35639989376068115,0.2887252518108913
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SCLY,4,2,0.5,0.015585249289870262,0.562802866101265
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SCN1B,23,1,0.043478260869565216,0.11295278370380402,0.2665528188581052
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SCN5A,77,3,0.03896103896103896,0.2264355719089508,0.2727075952601123
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SDC1,2,0,0.0,0.0130234993994236,0.5203559994697571
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SDHAF2,6,0,0.0,0.2860805094242096,0.387333686153094
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SDK2,4,3,0.75,0.11026900261640549,0.6327499598264694
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SEC23A,38,2,0.05263157894736842,0.34428301453590393,0.21417263620778135
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SELENBP1,1,1,1.0,0.015798000618815422,0.7662936449050903
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SEMA3C,2,0,0.0,0.016225500032305717,0.4751262962818146
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SEMA4G,3,0,0.0,0.011386667378246784,0.504000594218572
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SEPSECS,25,3,0.12,0.11697699874639511,0.3525449740886688
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SERPIND1,3,0,0.0,0.1869630068540573,0.44035165508588153
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SERPINH1,14,1,0.07142857142857142,0.29135647416114807,0.4089202327387674
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SGSM2,2,2,1.0,0.010247999802231789,0.5980774462223053
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SI,22,7,0.3181818181818182,0.24963130056858063,0.5242165137421001
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SIAE,7,1,0.14285714285714285,0.07771115005016327,0.47082327944891794
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SIK3,6,1,0.16666666666666666,0.22936248779296875,0.4474360967675845
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SIL1,25,3,0.12,0.13697761297225952,0.2872729033231735
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SLC19A3,51,3,0.058823529411764705,0.13181215524673462,0.322042450893159
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SLC1A3,23,1,0.043478260869565216,0.15610799193382263,0.3246591797341471
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SLC25A46,23,1,0.043478260869565216,0.08641940355300903,0.34831902125607367
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SLC26A8,21,0,0.0,0.33180856704711914,0.310381707691011
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SLC33A1,14,1,0.07142857142857142,0.24884101748466492,0.25642516144684385
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SLC34A3,14,4,0.2857142857142857,0.1836613565683365,0.4445502853819302
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SLC39A7,5,2,0.4,0.04312559962272644,0.54174764752388
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SLC52A2,8,0,0.0,0.18798023462295532,0.3762097079306841
abraom_common_benign,M7_dynamic_scrambled,GeneSymbol,SLC6A17,4,1,0.25,0.3807642459869385,0.5307516530156136
