dataset,model,group_column,group_value,n,errors,error_rate,mean_af_abraom,mean_score
abraom_common_benign,M2_gnomad_only,GeneSymbol,ADGRE1,2,2,1.0,0.01216949988156557,0.6632631719112396
abraom_common_benign,M2_gnomad_only,GeneSymbol,ADGRV1,245,33,0.1346938775510204,0.22892138361930847,0.3169363157177458
abraom_common_benign,M2_gnomad_only,GeneSymbol,ADPRHL1,2,0,0.0,0.012600000016391277,0.43610040843486786
abraom_common_benign,M2_gnomad_only,GeneSymbol,AEBP1,24,2,0.08333333333333333,0.208754301071167,0.3503461442887783
abraom_common_benign,M2_gnomad_only,GeneSymbol,AFAP1L2,5,1,0.2,0.015115399844944477,0.5879743218421936
abraom_common_benign,M2_gnomad_only,GeneSymbol,AGPS,44,2,0.045454545454545456,0.3381374180316925,0.27321466634219344
abraom_common_benign,M2_gnomad_only,GeneSymbol,ALG11,7,1,0.14285714285714285,0.11827514320611954,0.3951048531702587
abraom_common_benign,M2_gnomad_only,GeneSymbol,ALG14,6,0,0.0,0.12980866432189941,0.254366176823775
abraom_common_benign,M2_gnomad_only,GeneSymbol,ALMS1,60,20,0.3333333333333333,0.16031184792518616,0.4517575532197952
abraom_common_benign,M2_gnomad_only,GeneSymbol,ALOX15B,1,1,1.0,0.0234839990735054,0.6379335522651672
abraom_common_benign,M2_gnomad_only,GeneSymbol,AMH,10,3,0.3,0.43868488073349,0.5143791407346725
abraom_common_benign,M2_gnomad_only,GeneSymbol,AMPH,1,1,1.0,0.027753999456763268,0.7606506943702698
abraom_common_benign,M2_gnomad_only,GeneSymbol,AMY2A,2,2,1.0,0.2528094947338104,0.6289623975753784
abraom_common_benign,M2_gnomad_only,GeneSymbol,ANKDD1B,3,2,0.6666666666666666,0.024338334798812866,0.6532527009646097
abraom_common_benign,M2_gnomad_only,GeneSymbol,ANKRD26,97,14,0.14432989690721648,0.15458467602729797,0.33188995887938233
abraom_common_benign,M2_gnomad_only,GeneSymbol,ANKRD6,1,1,1.0,0.01195599976927042,0.7732163667678833
abraom_common_benign,M2_gnomad_only,GeneSymbol,ANTXR1,46,2,0.043478260869565216,0.21210594475269318,0.27945743112460425
abraom_common_benign,M2_gnomad_only,GeneSymbol,AP4S1,16,0,0.0,0.3727574348449707,0.20009293127804995
abraom_common_benign,M2_gnomad_only,GeneSymbol,APBB1,1,1,1.0,0.01537100039422512,0.696784257888794
abraom_common_benign,M2_gnomad_only,GeneSymbol,APELA,1,1,1.0,0.5631939768791199,0.6067315340042114
abraom_common_benign,M2_gnomad_only,GeneSymbol,APOE,4,0,0.0,0.18862375617027283,0.2518480531871319
abraom_common_benign,M2_gnomad_only,GeneSymbol,AREL1,1,1,1.0,0.018787000328302383,0.5926666259765625
abraom_common_benign,M2_gnomad_only,GeneSymbol,ARFGEF1,5,1,0.2,0.01733579859137535,0.5463979840278625
abraom_common_benign,M2_gnomad_only,GeneSymbol,ARHGAP21,2,2,1.0,0.24527950584888458,0.7110651731491089
abraom_common_benign,M2_gnomad_only,GeneSymbol,ARHGAP4,4,0,0.0,0.1696239858865738,0.3571072928607464
abraom_common_benign,M2_gnomad_only,GeneSymbol,ARHGAP6,1,1,1.0,0.019833000376820564,0.6043989062309265
abraom_common_benign,M2_gnomad_only,GeneSymbol,ARHGEF2,4,0,0.0,0.7791417837142944,0.19101347774267197
abraom_common_benign,M2_gnomad_only,GeneSymbol,ARSG,22,3,0.13636363636363635,0.15674254298210144,0.3362606425176967
abraom_common_benign,M2_gnomad_only,GeneSymbol,ASPA,11,0,0.0,0.2657791078090668,0.23019720072096045
abraom_common_benign,M2_gnomad_only,GeneSymbol,ASXL2,2,1,0.5,0.05657549947500229,0.56174635887146
abraom_common_benign,M2_gnomad_only,GeneSymbol,ATG2A,2,1,0.5,0.01814649999141693,0.5475140511989594
abraom_common_benign,M2_gnomad_only,GeneSymbol,ATOH7,4,0,0.0,0.2206445038318634,0.4114282429218292
abraom_common_benign,M2_gnomad_only,GeneSymbol,ATP1A1,28,2,0.07142857142857142,0.06213453784584999,0.2682686091533729
abraom_common_benign,M2_gnomad_only,GeneSymbol,ATP5F1D,2,0,0.0,0.09030750393867493,0.33503979444503784
abraom_common_benign,M2_gnomad_only,GeneSymbol,ATP5F1E,4,0,0.0,0.2475450038909912,0.41372984275221825
abraom_common_benign,M2_gnomad_only,GeneSymbol,ATP6AP2,17,4,0.23529411764705882,0.15336476266384125,0.3411405165405834
abraom_common_benign,M2_gnomad_only,GeneSymbol,ATP6V0D2,19,0,0.0,0.18236368894577026,0.2620508764919482
abraom_common_benign,M2_gnomad_only,GeneSymbol,ATP7A,13,2,0.15384615384615385,0.18816854059696198,0.3447511459772403
abraom_common_benign,M2_gnomad_only,GeneSymbol,ATRIP,7,2,0.2857142857142857,0.03910600021481514,0.45126427922930035
abraom_common_benign,M2_gnomad_only,GeneSymbol,ATRN,13,7,0.5384615384615384,0.21901068091392517,0.57575412438466
abraom_common_benign,M2_gnomad_only,GeneSymbol,BBX,1,1,1.0,0.013237000443041325,0.7146279811859131
abraom_common_benign,M2_gnomad_only,GeneSymbol,BFSP1,36,1,0.027777777777777776,0.2117396742105484,0.2719784842597114
abraom_common_benign,M2_gnomad_only,GeneSymbol,BICRA,6,1,0.16666666666666666,0.5516653060913086,0.43366995453834534
abraom_common_benign,M2_gnomad_only,GeneSymbol,BIN1,74,7,0.0945945945945946,0.1667533665895462,0.30319553633799423
abraom_common_benign,M2_gnomad_only,GeneSymbol,BLK,64,3,0.046875,0.2967507541179657,0.2831075815483928
abraom_common_benign,M2_gnomad_only,GeneSymbol,BLM,41,3,0.07317073170731707,0.1568494439125061,0.2708285294654893
abraom_common_benign,M2_gnomad_only,GeneSymbol,BMP15,6,1,0.16666666666666666,0.06942550092935562,0.45781052360932034
abraom_common_benign,M2_gnomad_only,GeneSymbol,BMP7,23,1,0.043478260869565216,0.19000175595283508,0.2763252757165743
abraom_common_benign,M2_gnomad_only,GeneSymbol,BMP8B,4,3,0.75,0.10600874572992325,0.6286621615290642
abraom_common_benign,M2_gnomad_only,GeneSymbol,BSN,3,1,0.3333333333333333,0.37532031536102295,0.5452476640542349
abraom_common_benign,M2_gnomad_only,GeneSymbol,BTK,23,1,0.043478260869565216,0.19243530929088593,0.28158843160971353
abraom_common_benign,M2_gnomad_only,GeneSymbol,BUB1,3,0,0.0,0.04483333230018616,0.4207586745421092
abraom_common_benign,M2_gnomad_only,GeneSymbol,C2,2,0,0.0,0.07899250090122223,0.5012814551591873
abraom_common_benign,M2_gnomad_only,GeneSymbol,C9,5,1,0.2,0.23168238997459412,0.48939058780670164
abraom_common_benign,M2_gnomad_only,GeneSymbol,CABP2,7,1,0.14285714285714285,0.22227643430233002,0.34141319138663156
abraom_common_benign,M2_gnomad_only,GeneSymbol,CACNA2D1,75,4,0.05333333333333334,0.15904265642166138,0.2636355462670326
abraom_common_benign,M2_gnomad_only,GeneSymbol,CACNA2D2,17,2,0.11764705882352941,0.07040347158908844,0.3055739516721052
abraom_common_benign,M2_gnomad_only,GeneSymbol,CALR,8,0,0.0,0.10755950212478638,0.3119620978832245
abraom_common_benign,M2_gnomad_only,GeneSymbol,CAMK2G,3,0,0.0,0.5233420133590698,0.280768945813179
abraom_common_benign,M2_gnomad_only,GeneSymbol,CAMSAP2,1,1,1.0,0.011102000251412392,0.665410578250885
abraom_common_benign,M2_gnomad_only,GeneSymbol,CAPN2,1,1,1.0,0.027753999456763268,0.7341195344924927
abraom_common_benign,M2_gnomad_only,GeneSymbol,CAPS,1,1,1.0,0.013237000443041325,0.7106282711029053
abraom_common_benign,M2_gnomad_only,GeneSymbol,CASK,18,0,0.0,0.17564962804317474,0.27878538767496747
abraom_common_benign,M2_gnomad_only,GeneSymbol,CASS4,2,0,0.0,0.01216949988156557,0.4808516353368759
abraom_common_benign,M2_gnomad_only,GeneSymbol,CCM2,25,4,0.16,0.21802924573421478,0.3257834726572037
abraom_common_benign,M2_gnomad_only,GeneSymbol,CCR5,2,1,0.5,0.02241700142621994,0.446683332324028
abraom_common_benign,M2_gnomad_only,GeneSymbol,CCT5,47,3,0.06382978723404255,0.5427676439285278,0.3055478093471933
abraom_common_benign,M2_gnomad_only,GeneSymbol,CD27,8,0,0.0,0.2990841269493103,0.4069925844669342
abraom_common_benign,M2_gnomad_only,GeneSymbol,CD40,20,3,0.15,0.10025624930858612,0.37155746743083
abraom_common_benign,M2_gnomad_only,GeneSymbol,CD5,2,0,0.0,0.3851410150527954,0.5603716671466827
abraom_common_benign,M2_gnomad_only,GeneSymbol,CDCA7,4,1,0.25,0.4451324939727783,0.3454187884926796
abraom_common_benign,M2_gnomad_only,GeneSymbol,CDH17,1,1,1.0,0.4513239860534668,0.7114308476448059
abraom_common_benign,M2_gnomad_only,GeneSymbol,CDKL5,10,0,0.0,0.10979579389095306,0.23132016658782958
abraom_common_benign,M2_gnomad_only,GeneSymbol,CEP43,1,1,1.0,0.013663999736309052,0.7248703241348267
abraom_common_benign,M2_gnomad_only,GeneSymbol,CERKL,14,3,0.21428571428571427,0.2750091850757599,0.417450596179281
abraom_common_benign,M2_gnomad_only,GeneSymbol,CERT1,1,1,1.0,0.218189999461174,0.642432451248169
abraom_common_benign,M2_gnomad_only,GeneSymbol,CFAP52,2,1,0.5,0.3268575072288513,0.571556806564331
abraom_common_benign,M2_gnomad_only,GeneSymbol,CFAP58,2,1,0.5,0.015371499583125114,0.5550392270088196
abraom_common_benign,M2_gnomad_only,GeneSymbol,CFH,56,12,0.21428571428571427,0.23948362469673157,0.4028297010809183
abraom_common_benign,M2_gnomad_only,GeneSymbol,CFHR2,15,1,0.06666666666666667,0.2809963822364807,0.3177298456430435
abraom_common_benign,M2_gnomad_only,GeneSymbol,CFLAR,1,1,1.0,0.011102000251412392,0.7130321860313416
abraom_common_benign,M2_gnomad_only,GeneSymbol,CGNL1,2,0,0.0,0.011742500588297844,0.46348485350608826
abraom_common_benign,M2_gnomad_only,GeneSymbol,CHAF1B,1,1,1.0,0.011528999544680119,0.7690802216529846
abraom_common_benign,M2_gnomad_only,GeneSymbol,CHD1,2,0,0.0,0.05529499799013138,0.4272629916667938
abraom_common_benign,M2_gnomad_only,GeneSymbol,CHD6,5,2,0.4,0.053885601460933685,0.5684250652790069
abraom_common_benign,M2_gnomad_only,GeneSymbol,CHL1,3,1,0.3333333333333333,0.12140632420778275,0.5545158684253693
abraom_common_benign,M2_gnomad_only,GeneSymbol,CHM,23,2,0.08695652173913043,0.17585086822509766,0.26754805186520453
abraom_common_benign,M2_gnomad_only,GeneSymbol,CHRNA2,36,1,0.027777777777777776,0.2603801488876343,0.31554025908311206
abraom_common_benign,M2_gnomad_only,GeneSymbol,CHRNE,35,5,0.14285714285714285,0.13849854469299316,0.42485622891357966
abraom_common_benign,M2_gnomad_only,GeneSymbol,CHSY1,25,3,0.12,0.15891844034194946,0.4040339934825897
abraom_common_benign,M2_gnomad_only,GeneSymbol,CHTF18,4,1,0.25,0.034479252994060516,0.5022027716040611
abraom_common_benign,M2_gnomad_only,GeneSymbol,CKAP2,2,0,0.0,0.010247999802231789,0.5260818898677826
abraom_common_benign,M2_gnomad_only,GeneSymbol,CLCNKB,122,14,0.11475409836065574,0.3451088070869446,0.27989826229263526
abraom_common_benign,M2_gnomad_only,GeneSymbol,CLDN10,8,0,0.0,0.3191183805465698,0.34239993430674076
abraom_common_benign,M2_gnomad_only,GeneSymbol,CLMN,1,1,1.0,0.01067500002682209,0.6513549089431763
abraom_common_benign,M2_gnomad_only,GeneSymbol,CLPTM1,3,0,0.0,0.46212896704673767,0.41857755184173584
abraom_common_benign,M2_gnomad_only,GeneSymbol,COCH,28,4,0.14285714285714285,0.20429816842079163,0.3144457068826471
abraom_common_benign,M2_gnomad_only,GeneSymbol,COG6,58,4,0.06896551724137931,0.3247409760951996,0.2658047979247981
abraom_common_benign,M2_gnomad_only,GeneSymbol,COG7,22,1,0.045454545454545456,0.21337641775608063,0.2400698201222853
abraom_common_benign,M2_gnomad_only,GeneSymbol,COL12A1,112,14,0.125,0.20407946407794952,0.2758469766538058
abraom_common_benign,M2_gnomad_only,GeneSymbol,COL21A1,1,1,1.0,0.02006799913942814,0.671470582485199
abraom_common_benign,M2_gnomad_only,GeneSymbol,COL24A1,1,1,1.0,0.011102000251412392,0.7704647779464722
abraom_common_benign,M2_gnomad_only,GeneSymbol,COL4A1,191,13,0.06806282722513089,0.24718424677848816,0.2916907423141739
abraom_common_benign,M2_gnomad_only,GeneSymbol,COL6A2,100,6,0.06,0.2509255111217499,0.3121365554630756
abraom_common_benign,M2_gnomad_only,GeneSymbol,COL6A5,5,3,0.6,0.17505718767642975,0.6259982705116272
abraom_common_benign,M2_gnomad_only,GeneSymbol,COL9A3,90,10,0.1111111111111111,0.15314500033855438,0.3288806531164381
abraom_common_benign,M2_gnomad_only,GeneSymbol,COQ4,12,2,0.16666666666666666,0.2284727543592453,0.31996342663963634
abraom_common_benign,M2_gnomad_only,GeneSymbol,CORO1A,2,0,0.0,0.40286049246788025,0.39470382034778595
abraom_common_benign,M2_gnomad_only,GeneSymbol,COX6A1,6,0,0.0,0.20481067895889282,0.3210093726714452
abraom_common_benign,M2_gnomad_only,GeneSymbol,CPA6,5,1,0.2,0.23065760731697083,0.5373963415622711
abraom_common_benign,M2_gnomad_only,GeneSymbol,CPLANE1,79,6,0.0759493670886076,0.07903159409761429,0.2790575433946863
abraom_common_benign,M2_gnomad_only,GeneSymbol,CPLX1,3,0,0.0,0.5956446528434753,0.34205858906110126
abraom_common_benign,M2_gnomad_only,GeneSymbol,CPOX,22,2,0.09090909090909091,0.27900591492652893,0.31595596942034637
abraom_common_benign,M2_gnomad_only,GeneSymbol,CRBN,4,2,0.5,0.4798250198364258,0.4836769923567772
abraom_common_benign,M2_gnomad_only,GeneSymbol,CREB3L3,20,3,0.15,0.27112698554992676,0.30916963443160056
abraom_common_benign,M2_gnomad_only,GeneSymbol,CRTAP,43,1,0.023255813953488372,0.22671259939670563,0.28935543049213497
abraom_common_benign,M2_gnomad_only,GeneSymbol,CRYBA1,8,0,0.0,0.07237400114536285,0.315952954813838
abraom_common_benign,M2_gnomad_only,GeneSymbol,CRYBA2,2,0,0.0,0.024764999747276306,0.28768783807754517
abraom_common_benign,M2_gnomad_only,GeneSymbol,CRYBG3,2,2,1.0,0.43552500009536743,0.7409825325012207
abraom_common_benign,M2_gnomad_only,GeneSymbol,CRYGN,1,1,1.0,0.016225000843405724,0.7704647779464722
abraom_common_benign,M2_gnomad_only,GeneSymbol,CSGALNACT1,18,3,0.16666666666666666,0.37899038195610046,0.35795091340939206
abraom_common_benign,M2_gnomad_only,GeneSymbol,CSMD3,7,3,0.42857142857142855,0.11467600613832474,0.5718896601881299
abraom_common_benign,M2_gnomad_only,GeneSymbol,CTNNA1,24,2,0.08333333333333333,0.27613499760627747,0.25707585612932843
abraom_common_benign,M2_gnomad_only,GeneSymbol,CTNNB1,10,3,0.3,0.27651581168174744,0.3998001396656036
abraom_common_benign,M2_gnomad_only,GeneSymbol,CTNND1,9,2,0.2222222222222222,0.259512335062027,0.3215710504187478
abraom_common_benign,M2_gnomad_only,GeneSymbol,CTRC,17,2,0.11764705882352941,0.12840963900089264,0.32772211467518525
abraom_common_benign,M2_gnomad_only,GeneSymbol,CTSF,19,1,0.05263157894736842,0.17007485032081604,0.339176564624435
abraom_common_benign,M2_gnomad_only,GeneSymbol,CTSG,2,1,0.5,0.035226501524448395,0.6535867154598236
abraom_common_benign,M2_gnomad_only,GeneSymbol,CUL2,1,1,1.0,0.018787000328302383,0.6876299977302551
abraom_common_benign,M2_gnomad_only,GeneSymbol,CUX1,10,1,0.1,0.4569733142852783,0.378730383515358
abraom_common_benign,M2_gnomad_only,GeneSymbol,CWC22,1,1,1.0,0.017078999429941177,0.7341195344924927
abraom_common_benign,M2_gnomad_only,GeneSymbol,CYLD,26,2,0.07692307692307693,0.14726164937019348,0.2904750005556987
abraom_common_benign,M2_gnomad_only,GeneSymbol,CYP19A1,32,3,0.09375,0.24486277997493744,0.3297419068403542
abraom_common_benign,M2_gnomad_only,GeneSymbol,CYP26B1,10,1,0.1,0.07474830001592636,0.4054072231054306
abraom_common_benign,M2_gnomad_only,GeneSymbol,CYP3A4,2,1,0.5,0.4274124801158905,0.45290374755859375
abraom_common_benign,M2_gnomad_only,GeneSymbol,CYP7B1,15,1,0.06666666666666667,0.1608620584011078,0.3051663359006246
abraom_common_benign,M2_gnomad_only,GeneSymbol,DBF4,2,2,1.0,0.012809500098228455,0.6833429336547852
abraom_common_benign,M2_gnomad_only,GeneSymbol,DCAF8,2,1,0.5,0.017078999429941177,0.629899650812149
abraom_common_benign,M2_gnomad_only,GeneSymbol,DCDC1,6,4,0.6666666666666666,0.21057499945163727,0.5819257100423177
abraom_common_benign,M2_gnomad_only,GeneSymbol,DDB2,21,0,0.0,0.34242191910743713,0.2615471617096946
abraom_common_benign,M2_gnomad_only,GeneSymbol,DDR1,1,1,1.0,0.011528999544680119,0.9184802770614624
abraom_common_benign,M2_gnomad_only,GeneSymbol,DDX53,1,1,1.0,0.024008000269532204,0.8255897164344788
abraom_common_benign,M2_gnomad_only,GeneSymbol,DDX56,1,1,1.0,0.029035000130534172,0.7122321724891663
abraom_common_benign,M2_gnomad_only,GeneSymbol,DENND3,2,0,0.0,0.01430400088429451,0.4766789972782135
abraom_common_benign,M2_gnomad_only,GeneSymbol,DGAT1,7,2,0.2857142857142857,0.09564471989870071,0.5078647754022053
abraom_common_benign,M2_gnomad_only,GeneSymbol,DGAT2,2,0,0.0,0.018787499517202377,0.4545096158981323
abraom_common_benign,M2_gnomad_only,GeneSymbol,DHODH,31,2,0.06451612903225806,0.334220290184021,0.33018058250027316
abraom_common_benign,M2_gnomad_only,GeneSymbol,DHRS4,2,1,0.5,0.07264550030231476,0.5753532350063324
abraom_common_benign,M2_gnomad_only,GeneSymbol,DIDO1,2,1,0.5,0.015371499583125114,0.59944948554039
abraom_common_benign,M2_gnomad_only,GeneSymbol,DNAH7,19,12,0.631578947368421,0.20909041166305542,0.592809437136901
abraom_common_benign,M2_gnomad_only,GeneSymbol,DNAJB8,2,1,0.5,0.013236500322818756,0.5212100446224213
abraom_common_benign,M2_gnomad_only,GeneSymbol,DNAJC7,6,0,0.0,0.4647066593170166,0.38585804402828217
abraom_common_benign,M2_gnomad_only,GeneSymbol,DNAL1,15,0,0.0,0.13215573132038116,0.23980672458807628
abraom_common_benign,M2_gnomad_only,GeneSymbol,DNM2,24,0,0.0,0.17471174895763397,0.2281979490071535
abraom_common_benign,M2_gnomad_only,GeneSymbol,DOCK6,76,8,0.10526315789473684,0.24579496681690216,0.32422147279507235
abraom_common_benign,M2_gnomad_only,GeneSymbol,DOLK,5,0,0.0,0.01921439729630947,0.34642806053161623
abraom_common_benign,M2_gnomad_only,GeneSymbol,DPM2,7,3,0.42857142857142855,0.6899601817131042,0.5389970668724605
abraom_common_benign,M2_gnomad_only,GeneSymbol,DPYS,6,1,0.16666666666666666,0.14404316246509552,0.4283829132715861
abraom_common_benign,M2_gnomad_only,GeneSymbol,DRAM2,3,0,0.0,0.2912620007991791,0.3060707747936249
abraom_common_benign,M2_gnomad_only,GeneSymbol,DRC1,54,8,0.14814814814814814,0.16999921202659607,0.31718071218993926
abraom_common_benign,M2_gnomad_only,GeneSymbol,DSG2,40,6,0.15,0.17192891240119934,0.375788888707757
abraom_common_benign,M2_gnomad_only,GeneSymbol,DTX2,3,0,0.0,0.23789167404174805,0.525759220123291
abraom_common_benign,M2_gnomad_only,GeneSymbol,DUOXA2,18,2,0.1111111111111111,0.45025619864463806,0.411102036635081
abraom_common_benign,M2_gnomad_only,GeneSymbol,DVL2,3,1,0.3333333333333333,0.5650439858436584,0.46864308913548786
abraom_common_benign,M2_gnomad_only,GeneSymbol,DYSF,177,11,0.062146892655367235,0.2331354171037674,0.271198550607525
abraom_common_benign,M2_gnomad_only,GeneSymbol,ECE1,9,2,0.2222222222222222,0.08354666829109192,0.5171876947085062
abraom_common_benign,M2_gnomad_only,GeneSymbol,EFEMP1,26,3,0.11538461538461539,0.08672746270895004,0.3793696938798978
abraom_common_benign,M2_gnomad_only,GeneSymbol,EIF4G1,22,5,0.22727272727272727,0.23183371126651764,0.35066668553785846
abraom_common_benign,M2_gnomad_only,GeneSymbol,EMG1,2,1,0.5,0.014730999246239662,0.5842564105987549
abraom_common_benign,M2_gnomad_only,GeneSymbol,ENAM,24,3,0.125,0.07655483484268188,0.3665265291929245
abraom_common_benign,M2_gnomad_only,GeneSymbol,ENTPD2,2,2,1.0,0.04431500285863876,0.7395916879177094
abraom_common_benign,M2_gnomad_only,GeneSymbol,EPHX1,28,2,0.07142857142857142,0.16056527197360992,0.35765337890812327
abraom_common_benign,M2_gnomad_only,GeneSymbol,EPPK1,6,2,0.3333333333333333,0.15763050317764282,0.5279422750075659
abraom_common_benign,M2_gnomad_only,GeneSymbol,EPX,2,0,0.0,0.012382999993860722,0.49062564969062805
abraom_common_benign,M2_gnomad_only,GeneSymbol,ERF,7,2,0.2857142857142857,0.06032700091600418,0.4671552819865091
abraom_common_benign,M2_gnomad_only,GeneSymbol,ERMAP,2,1,0.5,0.01515750028192997,0.5451012700796127
abraom_common_benign,M2_gnomad_only,GeneSymbol,ESPN,31,1,0.03225806451612903,0.1304435431957245,0.3421646476753296
abraom_common_benign,M2_gnomad_only,GeneSymbol,ESRRB,27,1,0.037037037037037035,0.2163064181804657,0.32685308434345106
abraom_common_benign,M2_gnomad_only,GeneSymbol,ESYT1,2,2,1.0,0.01707950048148632,0.6842542886734009
abraom_common_benign,M2_gnomad_only,GeneSymbol,ETV4,4,0,0.0,0.18520499765872955,0.3888882286846638
abraom_common_benign,M2_gnomad_only,GeneSymbol,ETV5,9,1,0.1111111111111111,0.26994967460632324,0.32072242101033527
abraom_common_benign,M2_gnomad_only,GeneSymbol,EXOSC8,7,0,0.0,0.4928688406944275,0.37457023773874554
abraom_common_benign,M2_gnomad_only,GeneSymbol,EYS,91,18,0.1978021978021978,0.22399385273456573,0.3541213743961774
abraom_common_benign,M2_gnomad_only,GeneSymbol,F11,36,1,0.027777777777777776,0.22408601641654968,0.330399370027913
abraom_common_benign,M2_gnomad_only,GeneSymbol,F13B,15,3,0.2,0.5021347403526306,0.314476219813029
abraom_common_benign,M2_gnomad_only,GeneSymbol,F2,22,1,0.045454545454545456,0.17799483239650726,0.27390906417911703
abraom_common_benign,M2_gnomad_only,GeneSymbol,F8,13,1,0.07692307692307693,0.22532638907432556,0.3816372018594008
abraom_common_benign,M2_gnomad_only,GeneSymbol,FAM131C,3,1,0.3333333333333333,0.5546539425849915,0.5052204628785452
abraom_common_benign,M2_gnomad_only,GeneSymbol,FAM186B,11,5,0.45454545454545453,0.06349363923072815,0.524728001518683
abraom_common_benign,M2_gnomad_only,GeneSymbol,FAM20C,80,7,0.0875,0.17457696795463562,0.29297246839851143
abraom_common_benign,M2_gnomad_only,GeneSymbol,FANCA,194,7,0.03608247422680412,0.17190533876419067,0.27492077329877723
abraom_common_benign,M2_gnomad_only,GeneSymbol,FAR1,13,2,0.15384615384615385,0.14244908094406128,0.3308191643311427
abraom_common_benign,M2_gnomad_only,GeneSymbol,FAS,26,3,0.11538461538461539,0.23205025494098663,0.30426595703913617
abraom_common_benign,M2_gnomad_only,GeneSymbol,FBXO31,2,0,0.0,0.24060650169849396,0.3669564574956894
abraom_common_benign,M2_gnomad_only,GeneSymbol,FBXW10B,1,1,1.0,0.15755799412727356,0.7178037762641907
abraom_common_benign,M2_gnomad_only,GeneSymbol,FDFT1,5,1,0.2,0.5542236566543579,0.5489635109901428
abraom_common_benign,M2_gnomad_only,GeneSymbol,FECH,47,3,0.06382978723404255,0.23650015890598297,0.30822221681158596
abraom_common_benign,M2_gnomad_only,GeneSymbol,FER1L5,1,1,1.0,0.4466269910335541,0.7138307690620422
abraom_common_benign,M2_gnomad_only,GeneSymbol,FGA,10,0,0.0,0.339495986700058,0.2810407608747482
abraom_common_benign,M2_gnomad_only,GeneSymbol,FGF23,7,0,0.0,0.10784442722797394,0.3469360534633909
abraom_common_benign,M2_gnomad_only,GeneSymbol,FIRRM,1,1,1.0,0.013663999736309052,0.5936092734336853
abraom_common_benign,M2_gnomad_only,GeneSymbol,FKTN,24,5,0.20833333333333334,0.12199362367391586,0.3859833311289549
abraom_common_benign,M2_gnomad_only,GeneSymbol,FLCN,48,0,0.0,0.19310413300991058,0.26525252979869646
abraom_common_benign,M2_gnomad_only,GeneSymbol,FMO1,1,1,1.0,0.010247999802231789,0.6566582322120667
abraom_common_benign,M2_gnomad_only,GeneSymbol,FOXH1,8,1,0.125,0.25736549496650696,0.45235867239534855
abraom_common_benign,M2_gnomad_only,GeneSymbol,FOXI1,12,0,0.0,0.35738691687583923,0.3552991896867752
abraom_common_benign,M2_gnomad_only,GeneSymbol,FREM2,96,12,0.125,0.23627398908138275,0.357728119706735
abraom_common_benign,M2_gnomad_only,GeneSymbol,FRRS1L,16,1,0.0625,0.36113256216049194,0.2976057827472687
abraom_common_benign,M2_gnomad_only,GeneSymbol,FTCD,19,3,0.15789473684210525,0.1379162073135376,0.48703722891054657
abraom_common_benign,M2_gnomad_only,GeneSymbol,FUT5,2,0,0.0,0.5894534587860107,0.5330871343612671
abraom_common_benign,M2_gnomad_only,GeneSymbol,FZD4,18,0,0.0,0.10325916111469269,0.39604586859544116
abraom_common_benign,M2_gnomad_only,GeneSymbol,GABRE,2,1,0.5,0.33716049790382385,0.5832078754901886
abraom_common_benign,M2_gnomad_only,GeneSymbol,GAGE12G,1,1,1.0,0.16666699945926666,0.5983121991157532
abraom_common_benign,M2_gnomad_only,GeneSymbol,GALNT2,11,2,0.18181818181818182,0.16217674314975739,0.4365701661868529
abraom_common_benign,M2_gnomad_only,GeneSymbol,GALNT3,15,1,0.06666666666666667,0.4726729393005371,0.28289924561977386
abraom_common_benign,M2_gnomad_only,GeneSymbol,GARS1,47,5,0.10638297872340426,0.16704213619232178,0.33023540453707917
abraom_common_benign,M2_gnomad_only,GeneSymbol,GATA6,10,2,0.2,0.09441060572862625,0.3812998279929161
abraom_common_benign,M2_gnomad_only,GeneSymbol,GBA1,5,0,0.0,0.42912036180496216,0.271121746301651
abraom_common_benign,M2_gnomad_only,GeneSymbol,GBX2,2,0,0.0,0.013236500322818756,0.4827708750963211
abraom_common_benign,M2_gnomad_only,GeneSymbol,GGA1,2,0,0.0,0.011102000251412392,0.47249171137809753
abraom_common_benign,M2_gnomad_only,GeneSymbol,GGT1,28,4,0.14285714285714285,0.14120317995548248,0.3356658230934824
abraom_common_benign,M2_gnomad_only,GeneSymbol,GJA3,20,1,0.05,0.2853969633579254,0.32625547274947164
abraom_common_benign,M2_gnomad_only,GeneSymbol,GLB1,61,2,0.03278688524590164,0.20240257680416107,0.25866069058414365
abraom_common_benign,M2_gnomad_only,GeneSymbol,GLMN,13,0,0.0,0.3876044452190399,0.22901826523817503
abraom_common_benign,M2_gnomad_only,GeneSymbol,GM2A,29,5,0.1724137931034483,0.27028220891952515,0.3688681048565897
abraom_common_benign,M2_gnomad_only,GeneSymbol,GNAI1,2,0,0.0,0.049316998571157455,0.489208921790123
abraom_common_benign,M2_gnomad_only,GeneSymbol,GNG3,5,1,0.2,0.2175920009613037,0.4624388635158539
abraom_common_benign,M2_gnomad_only,GeneSymbol,GNMT,9,1,0.1111111111111111,0.3397381007671356,0.3075308170583513
abraom_common_benign,M2_gnomad_only,GeneSymbol,GP1BA,6,1,0.16666666666666666,0.21669666469097137,0.5030825932820638
abraom_common_benign,M2_gnomad_only,GeneSymbol,GPR174,2,1,0.5,0.5240200161933899,0.5193877667188644
