step,tokens_seen,elapsed_seconds,loss,learning_rate
4650,4875878400,5989.398473,3.71705537,3.333279942960794e-05
4700,4928307200,6048.450955,4.18325423,3.326241683901076e-05
4750,4980736000,6107.496534,4.94891031,3.319292515867148e-05
4800,5033164800,6166.544173,4.95785977,3.312430391168442e-05
4850,5085593600,6225.60492,5.7497801,3.305653329886373e-05
4900,5138022400,6285.033382,4.50520641,3.2989594169599845e-05
4950,5190451200,6344.625647,6.20986355,3.292346799425212e-05
5000,5242880000,6404.087633,6.52492571,3.285813683798187e-05
5050,5295308800,6505.8265,4.02396896,3.27935833359372e-05
5100,5347737600,6564.888828,4.31315554,3.272979066970717e-05
5150,5400166400,6623.953651,3.48687743,3.2666742544968576e-05
5200,5452595200,6683.014578,4.36047544,3.260442317025411e-05
5250,5505024000,6742.620923,5.63419344,3.254281723677531e-05
5300,5557452800,6802.034884,4.92011902,3.2481909899238586e-05
5350,5609881600,6861.440168,3.97120477,3.242168675759642e-05
5400,5662310400,6920.487314,4.09447571,3.2362133839680054e-05
5450,5714739200,6979.538474,4.33890121,3.230323758466316e-05
5500,5767168000,7038.590605,4.18951162,3.22449848273097e-05
5550,5819596800,7140.353624,4.03919974,3.2187362782962005e-05
5600,5872025600,7200.173761,5.17834289,3.2130359033227796e-05
5650,5924454400,7259.571261,3.95229508,3.2073961512327924e-05
5700,5976883200,7318.627522,4.71331625,3.201815849406861e-05
5750,6029312000,7377.680867,4.51530156,3.196293857940453e-05
5800,6081740800,7436.731394,4.77264392,3.190829068456098e-05
5850,6134169600,7495.784135,4.38806433,3.185420402968549e-05
5900,6186598400,7555.150394,3.83510517,3.1800668128000896e-05
5950,6239027200,7614.573321,3.91073626,3.1747672775433765e-05
6000,6291456000,7674.192547,6.90613326,3.16952080406935e-05
6050,6343884800,7776.02691,3.58787891,3.16432642557789e-05
6100,6396313600,7835.078669,4.54516564,3.1591832006890585e-05
6150,6448742400,7894.126745,4.67880577,3.1540902125728475e-05
6200,6501171200,7953.336751,5.26882937,3.1490465681155365e-05
6250,6553600000,8012.578206,3.26602267,3.1440513971208046e-05
6300,6606028800,8072.231425,5.03830379,3.139103851543911e-05
6350,6658457600,8131.487943,4.71108531,3.134203104757306e-05
6400,6710886400,8190.550526,3.52044482,3.129348350846157e-05
6450,6763315200,8249.61187,4.32593744,3.12453880393234e-05
6500,6815744000,8308.674504,3.54281247,3.119773697525544e-05
6550,6868172800,8410.697122,7.38950603,3.1150522839001936e-05
6600,6920601600,8470.216067,6.22321393,3.110373833496983e-05
6650,6973030400,8529.703254,5.30550936,3.1057376343478555e-05
6700,7025459200,8588.976407,5.36675908,3.101142991523367e-05
6750,7077888000,8648.031014,3.01498096,3.096589226601369e-05
6800,7130316800,8707.081963,4.57739261,3.092075677156075e-05
6850,7182745600,8766.257902,3.60664827,3.0876016962665485e-05
6900,7235174400,8825.503098,3.08843923,3.083166652043764e-05
6950,7287603200,8885.15885,4.09708943,3.078769927175403e-05
7000,7340032000,8944.40127,3.63698406,3.074410918487589e-05
7050,7392460800,9046.589858,7.04050151,3.070089036522832e-05
7100,7444889600,9105.643643,3.98841876,3.0658037051334545e-05
7150,7497318400,9164.697256,4.70122254,3.061554361089842e-05
7200,7549747200,9223.922348,3.68499184,3.0573404537028665e-05
7250,7602176000,9283.182574,5.6413989,3.053161444459887e-05
7300,7654604800,9342.799581,5.87045525,3.0490168066737334e-05
7350,7707033600,9402.045074,4.43142949,3.044906025144143e-05
7400,7759462400,9461.108724,5.8769303,3.0408285958311132e-05
7450,7811891200,9520.333512,4.06093854,3.0367840255396805e-05
7500,7864320000,9579.391894,4.9708818,3.0327718316156488e-05
7550,7916748800,9681.71583,6.46494371,3.02879154165182e-05
7600,7969177600,9741.294133,4.64392989,3.0248426932042906e-05
7650,8021606400,9800.540149,5.41969665,3.020924833518419e-05
7700,8074035200,9859.602217,4.83169512,3.017037519264057e-05
7750,8126464000,9918.65479,5.45912302,3.0131803162796856e-05
7800,8178892800,9977.897383,3.95416077,3.009352799325095e-05
7850,8231321600,10037.112362,5.94040984,3.0055545518422734e-05
7900,8283750400,10096.185463,4.86240419,3.001785165724184e-05
7950,8336179200,10155.858185,5.91412014,2.9980442410911136e-05
8000,8388608000,10215.248001,4.30406683,2.9943313860743054e-05
8050,8441036800,10318.016416,3.73245576,2.9906462166065975e-05
8100,8493465600,10377.081146,3.85235101,2.9869883562197885e-05
8150,8545894400,10436.507379,4.51309802,2.9833574358484873e-05
8200,8598323200,10495.582645,5.30119193,2.979753093640186e-05
8250,8650752000,10555.153459,5.42643143,2.9761749747713358e-05
8300,8703180800,10614.593074,3.93055543,2.9726227312691923e-05
8350,8755609600,10673.83122,3.23135103,2.9690960218392194e-05
8400,8808038400,10732.903879,4.29687189,2.9655945116978447e-05
8450,8860467200,10792.143783,5.39560392,2.9621178724103686e-05
8500,8912896000,10851.413193,4.36857253,2.958665781733848e-05
8550,8965324800,10954.54576,6.21344225,2.9552379234647538e-05
8600,9017753600,11014.245133,3.95611593,2.951833987291255e-05
8650,9070182400,11073.471269,4.57381405,2.9484536686499408e-05
8700,9122611200,11132.721136,5.41031928,2.9450966685868402e-05
8750,9175040000,11191.780492,6.74119572,2.9417626936225722e-05
8800,9227468800,11250.975834,5.2784766,2.93845145562149e-05
8850,9279897600,11310.033842,3.99222587,2.9351626716646753e-05
8900,9332326400,11369.65958,4.55671029,2.9318960639266518e-05
8950,9384755200,11429.180479,3.9737551,2.9286513595556818e-05
9000,9437184000,11488.247205,5.07369462,2.9254282905575314e-05
9050,9489612800,11590.451079,4.16211042,2.922226593682576e-05
9100,9542041600,11649.515561,3.8772979,2.9190460103161398e-05
9150,9594470400,11708.737991,5.59329851,2.9158862863719573e-05
9200,9646899200,11767.986929,3.66847156,2.9127471721886475e-05
9250,9699328000,11827.610816,4.85870152,2.909628422429105e-05
9300,9751756800,11886.96159,4.38320027,2.906529795982707e-05
9350,9804185600,11946.200548,4.97545898,2.903451055870246e-05
9400,9856614400,12005.264137,3.3922552,2.9003919691514937e-05
9450,9909043200,12064.320123,2.85636468,2.8973523068353142e-05
9500,9961472000,12123.535694,6.41159332,2.89433184379224e-05
9550,10013900800,12225.624367,4.46729072,2.8913303586694323e-05
9600,10066329600,12285.308237,4.41596735,2.8883476338079486e-05
9650,10118758400,12344.544253,4.24695998,2.8853834551622405e-05
9700,10171187200,12403.785212,4.65643913,2.882437612221816e-05
9750,10223616000,12462.85904,6.0622608,2.879509897934991e-05
9800,10276044800,12521.91027,4.50093697,2.876600108634669e-05
9850,10328473600,12581.116187,4.63301577,2.87370804396608e-05
9900,10380902400,12640.605086,5.0292069,2.8708335068164248e-05
9950,10433331200,12700.19351,5.23010197,2.8679763032463546e-05
10000,10485760000,12759.224652,4.40468606,2.8651362424232404e-05
10050,10538188800,12861.363279,5.35043937,2.8623131365561644e-05
10100,10590617600,12920.392855,4.02140991,2.8595068008325977e-05
10150,10643046400,12979.575201,2.85715915,2.8567170533566888e-05
10200,10695475200,13038.603739,5.50628482,2.853943715089142e-05
10250,10747904000,13097.965862,3.95424272,2.8511866097886093e-05
10300,10800332800,13157.432666,5.11600341,2.848445563954576e-05
10350,10852761600,13216.864945,4.12783044,2.845720406771673e-05
10400,10905190400,13275.900991,6.27969235,2.84301097005539e-05
10450,10957619200,13334.949002,4.00243609,2.8403170881991377e-05
10500,11010048000,13393.999746,5.25232356,2.837638598122624e-05
10550,11062476800,13496.128044,5.52503923,2.834975339221505e-05
10600,11114905600,13555.700887,5.98156627,2.832327153318271e-05
10650,11167334400,13614.926795,6.93207423,2.829693884614333e-05
10700,11219763200,13674.389821,5.68378744,2.827075379643276e-05
10750,11272192000,13733.452548,5.44437578,2.8244714872252465e-05
10800,11324620800,13792.515605,5.52978988,2.8218820584224343e-05
10850,11377049600,13851.841991,4.99324498,2.8193069464956268e-05
10900,11429478400,13910.899539,6.91282181,2.8167460068618e-05
10950,11481907200,13970.555681,3.74397833,2.8141990970527178e-05
11000,11534336000,14029.630623,3.75081469,2.8116660766745078e-05
11050,11586764800,14132.323917,11.5029878,2.8091468073681976e-05
11100,11639193600,14191.400275,3.05733531,2.8066411527711673e-05
11150,11691622400,14250.461029,6.2389243,2.8041489784795073e-05
11200,11744051200,14309.744472,5.10557707,2.801670152011251e-05
11250,11796480000,14368.914293,5.65195207,2.7992045427704562e-05
11300,11848908800,14428.462988,5.05353281,2.7967520220121157e-05
11350,11901337600,14487.70772,3.67460476,2.7943124628078728e-05
11400,11953766400,14546.765502,3.89246955,2.7918857400125158e-05
11450,12006195200,14605.994677,3.49042645,2.7894717302312424e-05
11500,12058624000,14665.148641,5.26700839,2.7870703117876546e-05
11550,12111052800,14767.140624,5.0901603,2.7846813646924857e-05
11600,12163481600,14826.523954,5.5585482,2.7823047706130202e-05
11650,12215910400,14885.877442,6.28896667,2.7799404128432016e-05
11700,12268339200,14945.127549,4.67762099,2.777588176274406e-05
11750,12320768000,15004.181248,4.45048096,2.7752479473668585e-05
11800,12373196800,15063.592072,6.41968583,2.7729196141216863e-05
11850,12425625600,15122.785762,4.33029823,2.77060306605358e-05
11900,12478054400,15181.855538,2.86267862,2.7682981941640558e-05
11950,12530483200,15241.379504,4.54449365,2.7660048909153023e-05
12000,12582912000,15300.606845,4.07973208,2.763723050204589e-05
12050,12635340800,15402.874932,3.37035981,2.7614525673392328e-05
12100,12687769600,15461.954809,4.14254307,2.7591933390120983e-05
12150,12740198400,15521.296682,5.71566091,2.7569452632776295e-05
12200,12792627200,15580.464616,5.01071183,2.7547082395283846e-05
12250,12845056000,15639.608508,3.55593442,2.7524821684720776e-05
12300,12897484800,15698.997124,5.17265908,2.7502669521090995e-05
12350,12949913600,15758.387968,3.72360915,2.7480624937105165e-05
12400,13002342400,15817.440443,4.18339337,2.7458686977965288e-05
12450,13054771200,15876.485751,4.8419168,2.74368547011538e-05
12500,13107200000,15935.802915,3.12355351,2.7415127176227073e-05
12550,13159628800,16038.474381,5.84095911,2.739350348461316e-05
12600,13212057600,16097.826037,3.70762007,2.7371982719413765e-05
12650,13264486400,16157.208873,5.35210367,2.7350563985210243e-05
12700,13316915200,16216.413911,3.51815078,2.7329246397873627e-05
12750,13369344000,16275.461244,5.07945836,2.7308029084378474e-05
12800,13421772800,16334.656545,3.44000632,2.728691118262055e-05
12850,13474201600,16393.864941,5.55974678,2.7265891841238166e-05
12900,13526630400,16453.264272,4.62679515,2.7244970219437148e-05
12950,13579059200,16512.484649,6.7660766,2.7224145486819304e-05
13000,13631488000,16571.853427,4.1572313,2.7203416823214345e-05
13050,13683916800,16674.738978,3.95559093,2.7182783418515144e-05
13100,13736345600,16733.95225,5.7539093,2.7162244472516275e-05
13150,13788774400,16793.160751,5.02086049,2.714179919475572e-05
13200,13841203200,16852.21604,4.31981798,2.7121446804359763e-05
13250,13893632000,16911.694742,5.05515376,2.7101186529890865e-05
13300,13946060800,16970.917676,5.6147645,2.7081017609198524e-05
13350,13998489600,17030.311419,5.48121797,2.7060939289273095e-05
13400,14050918400,17089.363654,5.22458661,2.704095082610239e-05
13450,14103347200,17148.523405,3.91677472,2.702105148453107e-05
13500,14155776000,17207.696763,3.92468575,2.7001240538122763e-05
13550,14208204800,17309.896291,5.72737306,2.6981517269024832e-05
13600,14260633600,17369.314555,4.28059076,2.696188096783569e-05
13650,14313062400,17428.679587,6.17958798,2.6942330933474692e-05
13700,14365491200,17487.902611,3.89429481,2.6922866473054487e-05
13750,14417920000,17546.963405,3.60604087,2.6903486901755757e-05
13800,14470348800,17606.296394,3.3488616,2.6884191542704358e-05
13850,14522777600,17665.35617,3.92337136,2.6864979726850736e-05
13900,14575206400,17724.717004,5.61842148,2.6845850792851644e-05
13950,14627635200,17783.906254,4.81434389,2.682680408695402e-05
14000,14680064000,17843.246263,4.41483214,2.6807838962881022e-05
14050,14732492800,17945.554892,4.21303398,2.6788954781720227e-05
14100,14784921600,18004.929734,3.85380565,2.677015091181385e-05
14150,14837350400,18063.985587,4.44906836,2.6751426728650993e-05
14200,14889779200,18123.167582,5.4903545,2.6732781614761836e-05
14250,14942208000,18182.388117,4.6239722,2.671421495961386e-05
14300,14994636800,18241.74368,3.76873913,2.6695726159509816e-05
14350,15047065600,18301.161737,5.0899847,2.6677314617487677e-05
14400,15099494400,18360.219179,4.55358798,2.665897974322229e-05
14450,15151923200,18419.530669,3.63353127,2.66407209529289e-05
14500,15204352000,18478.589896,5.67233382,2.662253766926831e-05
14550,15256780800,18580.675764,4.7789502,2.660442932125381e-05
14600,15309209600,18639.912416,4.23198587,2.6586395344159732e-05
14650,15361638400,18699.280134,5.23159689,2.6568435179431604e-05
14700,15414067200,18758.655129,5.0410682,2.6550548274597986e-05
14750,15466496000,18817.990694,4.62093607,2.6532734083183725e-05
14800,15518924800,18877.045901,4.40958174,2.651499206462487e-05
14850,15571353600,18936.226375,3.09259158,2.6497321684184983e-05
14900,15623782400,18995.291194,4.59673744,2.6479722412872976e-05
14950,15676211200,19054.51027,3.4296216,2.6462193727362306e-05
15000,15728640000,19114.042577,4.98742885,2.644473510991165e-05
15050,15781068800,19216.399982,4.47461317,2.6427346048286905e-05
15100,15833497600,19275.639906,3.92907045,2.641002603568455e-05
15150,15885926400,19334.695921,4.72205523,2.6392774570656296e-05
15200,15938355200,19393.864636,4.64741237,2.637559115703506e-05
15250,15990784000,19453.116502,4.3024601,2.6358475303862208e-05
15300,16043212800,19512.182997,4.65809932,2.6341426525315976e-05
15350,16095641600,19571.655364,4.34742969,2.6324444340641186e-05
15400,16148070400,19631.095059,4.86831654,2.6307528274080067e-05
15450,16200499200,19690.267126,3.10756792,2.6290677854804335e-05
15500,16252928000,19749.330293,4.48961622,2.6273892616848312e-05
15550,16305356800,19851.3226,3.8462002,2.6257172099043237e-05
15600,16357785600,19910.600518,4.16391714,2.6240515844952636e-05
15650,16410214400,19969.819465,5.04889078,2.622392340280881e-05
15700,16462643200,20029.180044,4.56044631,2.620739432545029e-05
15750,16515072000,20088.449323,5.12391794,2.619092817026045e-05
15800,16567500800,20147.789508,4.53370254,2.617452449910699e-05
15850,16619929600,20206.852077,5.28382185,2.6158182878282534e-05
15900,16672358400,20266.005877,4.0959796,2.6141902878446123e-05
15950,16724787200,20325.256968,5.99157788,2.612568407456571e-05
16000,16777216000,20384.621886,3.34180724,2.6109526045861554e-05
16050,16829644800,20487.16888,4.72753206,2.6093428375750544e-05
16100,16882073600,20546.34877,5.49735403,2.6077390651791438e-05
16150,16934502400,20605.676419,4.22122022,2.6061412465630962e-05
16200,16986931200,20664.852242,2.774856,2.60454934129508e-05
16250,17039360000,20723.908474,5.74582709,2.602963309341539e-05
16300,17091788800,20783.285795,5.78930895,2.6013831110620602e-05
16350,17144217600,20842.530406,3.91635916,2.599808707204321e-05
16400,17196646400,20901.770147,3.31725167,2.5982400588991167e-05
16450,17249075200,20961.106071,3.35859731,2.5966771276554652e-05
16500,17301504000,21020.293857,3.69733801,2.595119875355792e-05
16550,17353932800,21122.857001,4.29480696,2.5935682642511893e-05
16600,17406361600,21182.078476,3.11653091,2.592022256956747e-05
16650,17458790400,21241.455694,4.71341439,2.5904818164469623e-05
16700,17511219200,21300.673173,3.92716984,2.5889469060512154e-05
16750,17563648000,21359.88142,4.63060161,2.5874174894493185e-05
16800,17616076800,21419.082711,4.81531973,2.585893530667132e-05
16850,17668505600,21478.310673,4.92905352,2.58437499407225e-05
16900,17720934400,21537.481917,4.63636418,2.5828618443697506e-05
16950,17773363200,21597.039546,3.21593984,2.581354046598014e-05
17000,17825792000,21656.107104,5.87137582,2.579851566124601e-05
17050,17878220800,21758.489342,4.32946271,2.5783543686421964e-05
17100,17930649600,21817.859898,4.29718227,2.5768624201646163e-05
17150,17983078400,21876.928251,3.6655487,2.57537568702287e-05
17200,18035507200,21936.250491,5.01247226,2.5738941358612893e-05
17250,18087936000,21995.502231,4.63762421,2.5724177336337085e-05
17300,18140364800,22054.906515,5.21110907,2.5709464475997063e-05
17350,18192793600,22114.148866,4.72852483,2.5694802453209043e-05
17400,18245222400,22173.223564,4.84206586,2.568019094657319e-05
17450,18297651200,22232.574237,5.0353404,2.5665629637637685e-05
17500,18350080000,22291.764056,3.64300546,2.5651118210863324e-05
17550,18402508800,22394.223831,4.39647488,2.5636656353588667e-05
17600,18454937600,22453.515406,4.63416543,2.5622243755995667e-05
17650,18507366400,22512.886793,3.52591454,2.5607880111075826e-05
17700,18559795200,22572.135117,5.71141168,2.5593565114596845e-05
17750,18612224000,22631.199462,3.838241,2.557929846506976e-05
17800,18664652800,22690.542388,4.57953402,2.556507986371656e-05
17850,18717081600,22749.70971,3.2127694,2.5550909014438274e-05
17900,18769510400,22809.089789,4.96469781,2.5536785623783528e-05
17950,18821939200,22868.157154,3.47139255,2.5522709400917553e-05
18000,18874368000,22927.52896,4.79386334,2.550868005759166e-05
18050,18926796800,23029.950329,5.53774571,2.5494697308113097e-05
18100,18979225600,23089.231708,4.0604937,2.548076086931541e-05
18150,19031654400,23148.419654,3.98605824,2.5466870460529214e-05
18200,19084083200,23207.620545,4.33518232,2.5453025803553316e-05
18250,19136512000,23267.051095,3.41109785,2.5439226622626343e-05
18300,19188940800,23326.274839,3.92381193,2.542547264439871e-05
18350,19241369600,23385.68693,6.35036599,2.541176359790502e-05
18400,19293798400,23444.765443,4.21389139,2.539809921453682e-05
18450,19346227200,23503.964058,5.44466008,2.5384479228015784e-05
18500,19398656000,23563.266212,4.49133789,2.537090337436722e-05
18550,19451084800,23665.387954,4.98066211,2.535737139189403e-05
18600,19503513600,23724.597965,5.77459531,2.5343883021150917e-05
18650,19555942400,23783.846157,5.55463535,2.533043800491906e-05
18700,19608371200,23843.262355,4.85458678,2.531703608818111e-05
18750,19660800000,23902.462695,4.16039586,2.5303677018096473e-05
18800,19713228800,23961.668889,5.68716547,2.529036054397704e-05
18850,19765657600,24020.872538,3.90606881,2.5277086417263142e-05
18900,19818086400,24080.106457,3.04180917,2.5263854391499937e-05
18950,19870515200,24139.33962,4.4751428,2.5250664222314046e-05
19000,19922944000,24198.56293,2.89631876,2.523751566739055e-05
19050,19975372800,24300.768012,4.19695871,2.5224408486450273e-05
19100,20027801600,24359.971806,5.32174654,2.521134244122742e-05
19150,20080230400,24419.196187,3.603163,2.519831729544744e-05
19200,20132659200,24478.573009,6.61140058,2.5185332814805283e-05
19250,20185088000,24537.638801,5.61380938,2.517238876694389e-05
19300,20237516800,24597.03266,5.31791598,2.5159484921432975e-05
19350,20289945600,24656.406292,4.52406881,2.514662104974811e-05
19400,20342374400,24715.621753,4.50854559,2.5133796925250113e-05
19450,20394803200,24774.701205,4.420082,2.512101232316464e-05
19500,20447232000,24834.045217,3.6640503,2.5108267020562133e-05
19550,20499660800,24936.970721,4.89865586,2.5095560796337962e-05
19600,20552089600,24996.173481,3.99166753,2.5082893431192894e-05
19650,20604518400,25055.364182,3.57814316,2.507026470761377e-05
19700,20656947200,25114.770802,4.90841576,2.5057674409854477e-05
19750,20709376000,25173.978951,4.82879482,2.5045122323917114e-05
19800,20761804800,25233.047995,3.18840385,2.503260823753349e-05
19850,20814233600,25292.409046,3.1340113,2.502013194014678e-05
19900,20866662400,25351.661432,3.49864619,2.5007693222893497e-05
19932,20900216832,25389.631174,4.48121413,2.4999752070151902e-05
