track_id,assay_type,distance_bin_start_bp,distance_bin_end_bp,distance_bin_center_bp,effect_mean,effect_relative_to_bin0,count
ENCSR046BCI_P,PRO-cap,8576,8703,8639,0.0012341867523413294,0.06067713436405624,156068
ENCSR046BCI_P,PRO-cap,8704,8831,8767,0.0013899521745650999,0.06833513217971564,151489
ENCSR046BCI_P,PRO-cap,8832,8959,8895,0.0012894341713793438,0.0633932995326399,146372
ENCSR046BCI_P,PRO-cap,8960,9087,9023,0.001284347856128157,0.06314323767342069,140847
ENCSR046BCI_P,PRO-cap,9088,9215,9151,0.0012713645471406443,0.06250493072155065,135475
ENCSR046BCI_P,PRO-cap,9216,9343,9279,0.0013602733441083275,0.06687601233421629,129395
ENCSR046BCI_P,PRO-cap,9344,9471,9407,0.001101851248815857,0.05417103703857676,123691
ENCSR046BCI_P,PRO-cap,9472,9599,9535,0.0011087761432771366,0.054511490175743284,118440
ENCSR046BCI_P,PRO-cap,9600,9727,9663,0.0010171777909113763,0.05000818018357259,114443
ENCSR046BCI_P,PRO-cap,9728,9855,9791,0.0008639656812323208,0.04247571255048498,108712
ENCSR046BCI_P,PRO-cap,9856,9983,9919,0.0009309910398640885,0.04577092430331222,103557
ENCSR046BCI_P,PRO-cap,9984,10111,10047,0.0011395500237019966,0.05602444668244723,98226
ENCSR046BCI_P,PRO-cap,10112,10239,10175,0.0012636638053015214,0.06212633408989101,91617
ENCSR046BCI_P,PRO-cap,10240,10367,10303,0.0010136759337272944,0.04983601607754959,85650
ENCSR046BCI_P,PRO-cap,10368,10495,10431,0.0012077486163799675,0.05937733891169095,79679
ENCSR046BCI_P,PRO-cap,10496,10623,10559,0.0011069842884309817,0.05442339603840566,74651
ENCSR046BCI_P,PRO-cap,10624,10751,10687,0.0008218086349253687,0.04040311797895353,68810
ENCSR046BCI_P,PRO-cap,10752,10879,10815,0.001034039263023713,0.0508371518177237,62726
ENCSR046BCI_P,PRO-cap,10880,11007,10943,0.0008887636006850467,0.04369486896075081,57092
ENCSR046BCI_P,PRO-cap,11008,11135,11071,0.0005270034267345698,0.025909415794351288,51962
ENCSR046BCI_P,PRO-cap,11136,11263,11199,0.0004074408244178021,0.020031281004840633,46864
ENCSR046BCI_P,PRO-cap,11264,11391,11327,0.00041133629947137835,0.020222796804851673,41162
ENCSR046BCI_P,PRO-cap,11392,11519,11455,0.0006246235300276909,0.030708777084620262,35396
ENCSR046BCI_P,PRO-cap,11520,11647,11583,0.0008597322555872905,0.04226758186345853,30392
ENCSR046BCI_P,PRO-cap,11648,11775,11711,0.000638840455729127,0.031407733145680995,24768
ENCSR046BCI_P,PRO-cap,11776,11903,11839,0.0003323565562541611,0.01633986378670144,18552
ENCSR046BCI_P,PRO-cap,11904,12031,11967,0.0009168044055102169,0.045073457475678064,13378
ENCSR046BCI_P,PRO-cap,12032,12159,12095,0.0017831815863657045,0.08766772816687893,8209
ENCSR046BCI_P,PRO-cap,12160,12287,12223,0.0024406945513031912,0.11999347015360474,2708
ENCSR100LIJ_M,PRO-cap,0,127,63,0.01980132012529459,1.0,519575
ENCSR100LIJ_M,PRO-cap,128,255,191,0.009411772821826559,0.47531037134255394,516118
ENCSR100LIJ_M,PRO-cap,256,383,319,0.0065495917931844986,0.33076541118174857,510952
ENCSR100LIJ_M,PRO-cap,384,511,447,0.005516058750862414,0.27857025268815755,505775
ENCSR100LIJ_M,PRO-cap,512,639,575,0.005592357186983497,0.2824234521535618,499570
ENCSR100LIJ_M,PRO-cap,640,767,703,0.004415143662579818,0.22297218744218109,493941
