assay_type,distance_bin_start_bp,distance_bin_end_bp,distance_bin_center_bp,effect_mean,effect_relative_to_bin0,count
Histone ChIP-seq,12032,12159,12095,0.0017772179552104212,0.0743083034701577,8209
Histone ChIP-seq,12160,12287,12223,0.00227841744240665,0.09526424952307455,2708
PRO-cap,0,127,63,0.022799198086137583,1.0,519575
PRO-cap,128,255,191,0.010812866879999933,0.4742652280640693,516118
PRO-cap,256,383,319,0.00898249394123505,0.39398288954279514,510952
PRO-cap,384,511,447,0.007134803753458993,0.3129409958413016,505775
PRO-cap,512,639,575,0.00652969983793852,0.2864004169475032,499570
PRO-cap,640,767,703,0.0057151646299448385,0.25067393196692234,493941
PRO-cap,768,895,831,0.0053303929620125605,0.23379738804293987,488933
PRO-cap,896,1023,959,0.005015815347484657,0.2199996389581081,483174
PRO-cap,1024,1151,1087,0.004771212277880645,0.20927105680886415,477461
PRO-cap,1152,1279,1215,0.004732647537055637,0.20757956131506186,472368
PRO-cap,1280,1407,1343,0.004500642785306651,0.19740355640153598,467236
PRO-cap,1408,1535,1471,0.0044688815027505375,0.19601046869572647,461607
PRO-cap,1536,1663,1599,0.004473681425978597,0.1962209990490277,455530
PRO-cap,1664,1791,1727,0.004266302347938117,0.18712510553308115,449676
PRO-cap,1792,1919,1855,0.004005760071012098,0.17569741075444617,444654
PRO-cap,1920,2047,1983,0.0038869626105772063,0.17048681255769982,438682
PRO-cap,2048,2175,2111,0.0037864987938201404,0.16608034982258502,432720
PRO-cap,2176,2303,2239,0.0036093083375812263,0.1583085652374662,426108
PRO-cap,2304,2431,2367,0.003498439653094118,0.15344573260325534,420773
PRO-cap,2432,2559,2495,0.003422093910408414,0.15009711734068062,415620
PRO-cap,2560,2687,2623,0.0032056647760505355,0.14060427756885233,409885
PRO-cap,2688,2815,2751,0.0033569391860642263,0.14723935347995068,405878
PRO-cap,2816,2943,2879,0.0032966791714335586,0.1445962774207402,400640
PRO-cap,2944,3071,3007,0.00336653551107403,0.14766025973172092,394946
PRO-cap,3072,3199,3135,0.003196995588165968,0.14022403665635116,388856
PRO-cap,3200,3327,3263,0.003263852191148645,0.1431564469424536,383481
PRO-cap,3328,3455,3391,0.00306969090834848,0.13464030167863317,377966
PRO-cap,3456,3583,3519,0.0029274832791117158,0.12840290557814357,372827
PRO-cap,3584,3711,3647,0.002902003971481997,0.12728535277942427,368259
