assay_type,distance_bin_start_bp,distance_bin_end_bp,distance_bin_center_bp,effect_mean,effect_relative_to_bin0,count
ATAC-seq,8704,8831,8767,0.0020576350814533522,0.11869654937366655,1152
ATAC-seq,8832,8959,8895,0.0016522066812664586,0.09530904371047579,1152
ATAC-seq,8960,9087,9023,0.0017809494753975258,0.1027356887739379,1151
ATAC-seq,9088,9215,9151,0.0014666535610319722,0.08460524336420923,906
ATAC-seq,9216,9343,9279,0.0021035527553213535,0.12134535211450409,896
ATAC-seq,9344,9471,9407,0.001552006380799347,0.08952889832957076,896
ATAC-seq,9472,9599,9535,0.0015064932890260974,0.08690343427449836,852
ATAC-seq,9600,9727,9663,0.0017477794082575808,0.10082224331050646,768
ATAC-seq,9728,9855,9791,0.001843956535962656,0.106370308314919,712
ATAC-seq,9856,9983,9919,0.0015872641552391541,0.09156277508562034,640
ATAC-seq,9984,10111,10047,0.0018546965438872576,0.10698985543111397,640
ATAC-seq,10112,10239,10175,0.0018129590366697812,0.10458218940188115,640
ATAC-seq,10240,10367,10303,0.0014961987900619534,0.08630958674750558,640
ATAC-seq,10368,10495,10431,0.0012124886251972946,0.06994350808992195,445
ATAC-seq,10496,10623,10559,0.001092611117769593,0.06302826514551511,384
ATAC-seq,10624,10751,10687,0.001107251583602898,0.06387281372038144,268
ATAC-seq,10752,10879,10815,0.0011568739820404517,0.06673532686436545,256
ATAC-seq,10880,11007,10943,0.0017305383079531111,0.09982767477306669,256
ATAC-seq,11008,11135,11071,0.0021847848229299416,0.12603129774720465,256
ATAC-seq,11136,11263,11199,0.001697339006227594,0.09791254288600207,256
ATAC-seq,11264,11391,11327,0.0011604536791820442,0.06694182494672207,164
Histone ChIP-seq,0,127,63,0.01001486309128357,1.0,4080
Histone ChIP-seq,128,255,191,0.007258444142280496,0.7247671861433511,4096
Histone ChIP-seq,256,383,319,0.006062304631996085,0.6053307545734108,4096
Histone ChIP-seq,384,511,447,0.0048147281631827354,0.4807582609265254,4096
Histone ChIP-seq,512,639,575,0.004554736186037189,0.4547976487068906,4096
Histone ChIP-seq,640,767,703,0.004806470724361134,0.4799337425335792,4096
Histone ChIP-seq,768,895,831,0.0042754099931698875,0.4269064843124004,4096
Histone ChIP-seq,896,1023,959,0.004060858573686913,0.4054831840109006,3934
Histone ChIP-seq,1024,1151,1087,0.0040558583995637795,0.40498390867607503,3840
Histone ChIP-seq,1152,1279,1215,0.004008558206260204,0.4002609091829773,3840
Histone ChIP-seq,1280,1407,1343,0.0041499414345404755,0.41437824927955075,3840
Histone ChIP-seq,1408,1535,1471,0.0037409870613676808,0.3735435050154252,3840
Histone ChIP-seq,1536,1663,1599,0.0038386192897587167,0.3832922382233719,3829
Histone ChIP-seq,1664,1791,1727,0.003385550806154336,0.33805262990573964,3712
Histone ChIP-seq,1792,1919,1855,0.0029088271633422834,0.29045101633730563,3653
Histone ChIP-seq,1920,2047,1983,0.0026900446887507482,0.26860523845723133,3456
Histone ChIP-seq,2048,2175,2111,0.0026060583143219075,0.2602190654598253,3456
Histone ChIP-seq,2176,2303,2239,0.0021262468308796763,0.21230912609581792,3456
Histone ChIP-seq,2304,2431,2367,0.001968316703655378,0.1965395518355614,3456
Histone ChIP-seq,2432,2559,2495,0.0021689541880013847,0.2165735235950587,3385
Histone ChIP-seq,2560,2687,2623,0.001972909851107173,0.1969981849102155,3328
Histone ChIP-seq,2688,2815,2751,0.001782069751312626,0.1779424975727975,3245
Histone ChIP-seq,2816,2943,2879,0.001878612965811044,0.18758249101239274,3200
Histone ChIP-seq,2944,3071,3007,0.0017460963339544834,0.17435049466369612,3200
Histone ChIP-seq,3072,3199,3135,0.001784339351027933,0.1781691207122873,3191
Histone ChIP-seq,3200,3327,3263,0.0018108599166115854,0.18081724134478347,2946
Histone ChIP-seq,3328,3455,3391,0.001979385755713219,0.1976448142796856,2944
Histone ChIP-seq,3456,3583,3519,0.0017959171647975302,0.17932518382209395,2944
Histone ChIP-seq,3584,3711,3647,0.001943475500702104,0.19405911823134225,2846
Histone ChIP-seq,3712,3839,3775,0.002047726945337755,0.20446879070368848,2816
Histone ChIP-seq,3840,3967,3903,0.001998547705377198,0.19955816541482557,2816
Histone ChIP-seq,3968,4095,4031,0.0021410279730993747,0.21378504664360487,2615
Histone ChIP-seq,4096,4223,4159,0.0023580426319600328,0.23545430531270606,2432
Histone ChIP-seq,4224,4351,4287,0.0023666630456175065,0.2363150673200246,2432
Histone ChIP-seq,4352,4479,4415,0.002024711275130118,0.20217063944611727,2432
Histone ChIP-seq,4480,4607,4543,0.0018023073360765058,0.1799632525825683,2432
Histone ChIP-seq,4608,4735,4671,0.001865254880517329,0.18624866496085726,2432
Histone ChIP-seq,4736,4863,4799,0.0017172886873595417,0.17147400535651683,2432
Histone ChIP-seq,4864,4991,4927,0.0017013346384230413,0.1698809682085217,2432
Histone ChIP-seq,4992,5119,5055,0.0019303801634937133,0.19275152799380937,2432
Histone ChIP-seq,5120,5247,5183,0.001855711615031683,0.18529575473146512,2432
Histone ChIP-seq,5248,5375,5311,0.0019195238771652313,0.19166751054598916,2432
Histone ChIP-seq,5376,5503,5439,0.0018382198085371208,0.1835491700467692,2432
Histone ChIP-seq,5504,5631,5567,0.001711304324041856,0.17087645716607835,2432
Histone ChIP-seq,5632,5759,5695,0.0017480974641857787,0.17455031069842925,2324
Histone ChIP-seq,5760,5887,5823,0.0017612258509163642,0.17586120098329114,2304
Histone ChIP-seq,5888,6015,5951,0.002083605211991579,0.20805129266370537,2269
Histone ChIP-seq,6016,6143,6079,0.002050392464128768,0.2047349469922685,2106
Histone ChIP-seq,6144,6271,6207,0.001904114381055147,0.19012884786337136,1991
