step,tokens_seen,elapsed_seconds,loss,learning_rate,head_learning_rate,decoder_learning_rate,backbone_learning_rate
1750,1835008000,2236.470384,4.15108201,4.043315334651026e-05,,,
1800,1887436800,2294.10066,4.57311332,4.020874547273901e-05,,,
1850,1939865600,2351.768544,4.41638656,3.999167802178308e-05,,,
1900,1992294400,2409.723869,3.80641374,3.978152210269021e-05,,,
1950,2044723200,2467.747158,3.93668701,3.957788434405425e-05,,,
2000,2097152000,2525.499855,4.57433023,3.938040312978463e-05,,,
2050,2149580800,2624.339286,4.9015196,3.918874531668454e-05,,,
2100,2202009600,2681.873275,3.76253479,3.900260336206764e-05,,,
2150,2254438400,2739.412323,4.12628137,3.88216928017679e-05,,,
2200,2306867200,2796.952031,4.68962042,3.8645750028742727e-05,,,
2250,2359296000,2854.99998,4.87988342,3.847453033050521e-05,,,
2300,2411724800,2912.929068,3.21744164,3.830780615021282e-05,,,
2350,2464153600,2970.6235,5.01976559,3.814536554167188e-05,,,
2400,2516582400,3028.319578,5.76312171,3.798701079301339e-05,,,
2450,2569011200,3085.840037,4.60363895,3.7832557197534416e-05,,,
2500,2621440000,3143.361073,5.59296042,3.768183195331922e-05,,,
2550,2673868800,3243.34369,3.65720234,3.7534673175869496e-05,,,
2600,2726297600,3301.232237,3.47347213,3.7390929010172473e-05,,,
2650,2778726400,3359.037529,4.33109079,3.7250456830492594e-05,,,
2700,2831155200,3416.897693,3.91045503,3.7113122517745076e-05,,,
2750,2883584000,3474.430888,5.02040271,3.697879980564663e-05,,,
2800,2936012800,3531.95333,3.43154505,3.6847369687978114e-05,,,
2850,2988441600,3589.577028,3.53899807,3.67187198802685e-05,,,
2900,3040870400,3647.234015,4.52400474,3.65927443300456e-05,,,
2950,3093299200,3705.025403,4.52889279,3.6469342770517894e-05,,,
3000,3145728000,3762.815184,4.05234762,3.6348420313171825e-05,,,
3050,3198156800,3861.978573,3.43835475,3.6229887075305486e-05,,,
3100,3250585600,3919.65521,5.16422779,3.611365783898408e-05,,,
3150,3303014400,3977.294039,5.0127207,3.599965173830699e-05,,,
3200,3355443200,4034.815268,5.00321248,3.5887791972227894e-05,,,
3250,3407872000,4092.442748,3.4696578,3.577800554047683e-05,,,
3300,3460300800,4150.275599,4.43066706,3.567022300040206e-05,,,
3350,3512729600,4208.092343,3.66081849,3.556437824278518e-05,,,
3400,3565158400,4265.965868,4.87839195,3.546040828489039e-05,,,
3450,3617587200,4323.503959,4.25296863,3.535825307919108e-05,,,
3500,3670016000,4381.146435,3.0659088,3.525785533637796e-05,,,
3550,3722444800,4479.860926,3.70027406,3.51591603613953e-05,,,
3600,3774873600,4537.641215,4.10425489,3.506211590137762e-05,,,
3650,3827302400,4595.455695,3.90673885,3.4966672004471204e-05,,,
3700,3879731200,4653.279362,3.39261886,3.487278088862399e-05,,,
3750,3932160000,4710.955361,5.0899208,3.478039681951567e-05,,,
3800,3984588800,4768.469887,4.82772077,3.468947599687909e-05,,,
3850,4037017600,4826.110648,4.61769134,3.45999764485338e-05,,,
3900,4089446400,4883.625283,5.81399493,3.451185793151611e-05,,,
3950,4141875200,4941.274956,4.43343274,3.442508183974615e-05,,,
4000,4194304000,4999.346258,5.33136763,3.4339611117723e-05,,,
4050,4246732800,5098.486939,4.77964133,3.4255410179784415e-05,,,
4100,4299161600,5156.172728,4.20100808,3.4172444834508656e-05,,,
4150,4351590400,5213.721777,6.31768994,3.409068221387261e-05,,,
4200,4404019200,5271.397731,3.53935474,3.40100907068136e-05,,,
4250,4456448000,5329.097277,5.04754564,3.3930639896872444e-05,,,
4300,4508876800,5386.879053,5.71148791,3.38523005036222e-05,,,
4350,4561305600,5444.898126,3.59955066,3.377504432761175e-05,,,
4400,4613734400,5502.443482,4.99766013,3.369884419857568e-05,,,
4450,4666163200,5560.160127,4.60794321,3.362367392668175e-05,,,
4500,4718592000,5617.839399,4.29967785,3.354950825660624e-05,,,
4550,4771020800,5716.832848,5.16794126,3.3476322824243414e-05,,,
4600,4823449600,5774.508657,6.24916259,3.340409411587108e-05,,,
4650,4875878400,5832.345347,3.70323092,3.333279942960794e-05,,,
4700,4928307200,5890.343436,4.18309694,3.326241683901076e-05,,,
4750,4980736000,5947.888362,4.93226007,3.319292515867148e-05,,,
4800,5033164800,6005.592898,4.94624632,3.312430391168442e-05,,,
4850,5085593600,6063.228496,5.72797618,3.305653329886373e-05,,,
4900,5138022400,6120.768727,4.49307195,3.2989594169599845e-05,,,
4950,5190451200,6178.469615,6.17809012,3.292346799425212e-05,,,
5000,5242880000,6236.575984,6.50478175,3.285813683798187e-05,,,
5050,5295308800,6335.680436,4.02060976,3.27935833359372e-05,,,
5100,5347737600,6393.175945,4.30429225,3.272979066970717e-05,,,
5150,5400166400,6450.70625,3.48090784,3.2666742544968576e-05,,,
5200,5452595200,6508.522041,4.33922055,3.260442317025411e-05,,,
5250,5505024000,6566.057441,5.61918896,3.254281723677531e-05,,,
5300,5557452800,6623.916578,4.90170107,3.2481909899238586e-05,,,
5350,5609881600,6682.007144,3.97298831,3.242168675759642e-05,,,
5400,5662310400,6739.538695,4.0953226,3.2362133839680054e-05,,,
5450,5714739200,6797.067107,4.33564009,3.230323758466316e-05,,,
5500,5767168000,6854.657799,4.18671712,3.22449848273097e-05,,,
5550,5819596800,6953.541906,4.03269976,3.2187362782962005e-05,,,
5600,5872025600,7011.008313,5.17131034,3.2130359033227796e-05,,,
5650,5924454400,7068.890801,3.94463297,3.2073961512327924e-05,,,
5700,5976883200,7126.64425,4.6974203,3.201815849406861e-05,,,
5750,6029312000,7184.260404,4.50390351,3.196293857940453e-05,,,
5800,6081740800,7241.764337,4.76535168,3.190829068456098e-05,,,
5850,6134169600,7299.397335,4.3599802,3.185420402968549e-05,,,
5900,6186598400,7357.04455,3.83942901,3.1800668128000896e-05,,,
5950,6239027200,7414.768599,3.90279946,3.1747672775433765e-05,,,
6000,6291456000,7472.719005,6.88032251,3.16952080406935e-05,,,
6050,6343884800,7571.942912,3.5855035,3.16432642557789e-05,,,
6100,6396313600,7629.788008,4.52745475,3.1591832006890585e-05,,,
6150,6448742400,7687.307156,4.66867692,3.1540902125728475e-05,,,
6200,6501171200,7744.989719,5.26106846,3.1490465681155365e-05,,,
6250,6553600000,7802.661294,3.2652936,3.1440513971208046e-05,,,
6300,6606028800,7860.332077,5.02953362,3.139103851543911e-05,,,
6350,6658457600,7918.319414,4.69417723,3.134203104757306e-05,,,
6400,6710886400,7976.144412,3.51258453,3.129348350846157e-05,,,
6450,6763315200,8033.660413,4.32267411,3.12453880393234e-05,,,
6500,6815744000,8091.179736,3.54060653,3.119773697525544e-05,,,
6550,6868172800,8190.23541,7.35013368,3.1150522839001936e-05,,,
6600,6920601600,8247.844229,6.20657913,3.110373833496983e-05,,,
6650,6973030400,8305.922857,5.28867446,3.1057376343478555e-05,,,
6700,7025459200,8363.561128,5.32593329,3.101142991523367e-05,,,
6750,7077888000,8421.248681,3.01440808,3.096589226601369e-05,,,
6800,7130316800,8478.753967,4.56477691,3.092075677156075e-05,,,
6850,7182745600,8536.261388,3.6048999,3.0876016962665485e-05,,,
6900,7235174400,8594.027123,3.08580323,3.083166652043764e-05,,,
6950,7287603200,8651.814863,4.08611015,3.078769927175403e-05,,,
7000,7340032000,8709.645813,3.63875473,3.074410918487589e-05,,,
7050,7392460800,8808.850093,7.00973449,3.070089036522832e-05,,,
7100,7444889600,8866.356027,3.99063767,3.0658037051334545e-05,,,
7150,7497318400,8923.867725,4.70044874,3.061554361089842e-05,,,
7200,7549747200,8981.504312,3.67699543,3.0573404537028665e-05,,,
7250,7602176000,9039.147493,5.61989837,3.053161444459887e-05,,,
7300,7654604800,9097.094165,5.83946143,3.0490168066737334e-05,,,
7350,7707033600,9154.766529,4.43530212,3.044906025144143e-05,,,
7400,7759462400,9212.422667,5.8636142,3.0408285958311132e-05,,,
7450,7811891200,9270.129832,4.05013902,3.0367840255396805e-05,,,
7500,7864320000,9327.756759,4.95723478,3.0327718316156488e-05,,,
7550,7916748800,9426.513813,6.44487303,3.02879154165182e-05,,,
7600,7969177600,9484.509529,4.64074004,3.0248426932042906e-05,,,
7650,8021606400,9542.123667,5.40348298,3.020924833518419e-05,,,
7700,8074035200,9599.638534,4.8270011,3.017037519264057e-05,,,
7750,8126464000,9657.608772,5.43382182,3.0131803162796856e-05,,,
7800,8178892800,9715.123239,3.9444939,3.009352799325095e-05,,,
7850,8231321600,9772.645767,5.91655413,3.0055545518422734e-05,,,
7900,8283750400,9830.280592,4.84790805,3.001785165724184e-05,,,
7950,8336179200,9887.95643,5.87930045,2.9980442410911136e-05,,,
8000,8388608000,9945.929847,4.28610236,2.9943313860743054e-05,,,
8050,8441036800,10045.265242,3.72804096,2.9906462166065975e-05,,,
8100,8493465600,10103.128626,3.84866621,2.9869883562197885e-05,,,
8150,8545894400,10160.627145,4.48182487,2.9833574358484873e-05,,,
8200,8598323200,10218.244011,5.27824655,2.979753093640186e-05,,,
8250,8650752000,10275.725185,5.40429272,2.9761749747713358e-05,,,
8300,8703180800,10333.726935,3.92008881,2.9726227312691923e-05,,,
8350,8755609600,10391.408136,3.23265579,2.9690960218392194e-05,,,
8400,8808038400,10449.12706,4.28621537,2.9655945116978447e-05,,,
8450,8860467200,10507.062193,5.40674089,2.9621178724103686e-05,,,
8500,8912896000,10564.738493,4.35465206,2.958665781733848e-05,,,
8550,8965324800,10663.568573,6.19738635,2.9552379234647538e-05,,,
8600,9017753600,10721.064606,3.94878691,2.951833987291255e-05,,,
8650,9070182400,10779.127428,4.57395221,2.9484536686499408e-05,,,
8700,9122611200,10836.796992,5.38150612,2.9450966685868402e-05,,,
8750,9175040000,10894.520935,6.70404848,2.9417626936225722e-05,,,
8800,9227468800,10952.343179,5.26331078,2.93845145562149e-05,,,
8850,9279897600,11010.004086,3.98424578,2.9351626716646753e-05,,,
8900,9332326400,11067.541085,4.53397681,2.9318960639266518e-05,,,
8950,9384755200,11125.243156,3.96339081,2.9286513595556818e-05,,,
9000,9437184000,11182.968185,5.07813161,2.9254282905575314e-05,,,
9050,9489612800,11282.250716,4.15548266,2.922226593682576e-05,,,
9100,9542041600,11339.920959,3.87755786,2.9190460103161398e-05,,,
9150,9594470400,11397.729569,5.5583832,2.9158862863719573e-05,,,
9200,9646899200,11455.377093,3.66815519,2.9127471721886475e-05,,,
9250,9699328000,11512.895538,4.8377033,2.909628422429105e-05,,,
9300,9751756800,11570.759208,4.36778043,2.906529795982707e-05,,,
9350,9804185600,11628.566632,4.95975395,2.903451055870246e-05,,,
9400,9856614400,11686.080656,3.39564139,2.9003919691514937e-05,,,
9450,9909043200,11743.775234,2.85679346,2.8973523068353142e-05,,,
9500,9961472000,11801.453385,6.39084274,2.89433184379224e-05,,,
9550,10013900800,11900.459443,4.44424066,2.8913303586694323e-05,,,
9600,10066329600,11957.973252,4.40668938,2.8883476338079486e-05,,,
9650,10118758400,12015.76768,4.2386435,2.8853834551622405e-05,,,
9700,10171187200,12073.600204,4.64210276,2.882437612221816e-05,,,
9750,10223616000,12131.109758,6.0343287,2.879509897934991e-05,,,
9800,10276044800,12188.93867,4.50392436,2.876600108634669e-05,,,
9850,10328473600,12246.699717,4.62127595,2.87370804396608e-05,,,
9900,10380902400,12304.20553,5.03398152,2.8708335068164248e-05,,,
9950,10433331200,12361.735729,5.19386727,2.8679763032463546e-05,,,
10000,10485760000,12419.557455,4.3940904,2.8651362424232404e-05,,,
10050,10538188800,12518.761121,5.32400431,2.8623131365561644e-05,,,
10100,10590617600,12576.398462,4.01585916,2.8595068008325977e-05,,,
10150,10643046400,12634.221866,2.85911685,2.8567170533566888e-05,,,
10200,10695475200,12691.98145,5.48062821,2.853943715089142e-05,,,
10250,10747904000,12749.482456,3.94054336,2.8511866097886093e-05,,,
10300,10800332800,12807.143465,5.0933015,2.848445563954576e-05,,,
10350,10852761600,12864.985647,4.13434129,2.845720406771673e-05,,,
10400,10905190400,12922.654057,6.25414777,2.84301097005539e-05,,,
10450,10957619200,12980.334346,4.00973096,2.8403170881991377e-05,,,
10500,11010048000,13038.138741,5.25790987,2.837638598122624e-05,,,
10550,11062476800,13136.883361,5.52443983,2.834975339221505e-05,,,
10600,11114905600,13194.387306,5.96958789,2.832327153318271e-05,,,
10650,11167334400,13252.13544,6.9063854,2.829693884614333e-05,,,
10700,11219763200,13309.954686,5.66858367,2.827075379643276e-05,,,
10750,11272192000,13367.626101,5.42963062,2.8244714872252465e-05,,,
10800,11324620800,13425.286497,5.51600851,2.8218820584224343e-05,,,
10850,11377049600,13482.927957,4.96832367,2.8193069464956268e-05,,,
10900,11429478400,13540.570871,6.8669242,2.8167460068618e-05,,,
10950,11481907200,13598.227665,3.73889262,2.8141990970527178e-05,,,
11000,11534336000,13656.188809,3.74590504,2.8116660766745078e-05,,,
11050,11586764800,13755.134496,11.43213966,2.8091468073681976e-05,,,
11100,11639193600,13812.793365,3.05934703,2.8066411527711673e-05,,,
11150,11691622400,13870.592866,6.22398516,2.8041489784795073e-05,,,
11200,11744051200,13928.258192,5.08189795,2.801670152011251e-05,,,
11250,11796480000,13985.764181,5.62664945,2.7992045427704562e-05,,,
11300,11848908800,14043.547665,5.0372574,2.7967520220121157e-05,,,
11350,11901337600,14101.36467,3.67817845,2.7943124628078728e-05,,,
11400,11953766400,14158.870495,3.88808019,2.7918857400125158e-05,,,
11450,12006195200,14216.715263,3.49250302,2.7894717302312424e-05,,,
11500,12058624000,14274.353118,5.261792,2.7870703117876546e-05,,,
11550,12111052800,14373.433545,5.06770296,2.7846813646924857e-05,,,
11600,12163481600,14431.092685,5.55385201,2.7823047706130202e-05,,,
11650,12215910400,14488.7262,6.26989719,2.7799404128432016e-05,,,
11700,12268339200,14546.493151,4.66714409,2.777588176274406e-05,,,
11750,12320768000,14603.997256,4.4395895,2.7752479473668585e-05,,,
11800,12373196800,14661.95268,6.4155053,2.7729196141216863e-05,,,
11850,12425625600,14719.454605,4.32687452,2.77060306605358e-05,,,
11900,12478054400,14777.106663,2.86435326,2.7682981941640558e-05,,,
11950,12530483200,14834.751126,4.53432198,2.7660048909153023e-05,,,
12000,12582912000,14892.666264,4.07813793,2.763723050204589e-05,,,
12050,12635340800,14991.631021,3.37690232,2.7614525673392328e-05,,,
12100,12687769600,15049.133894,4.13087782,2.7591933390120983e-05,,,
12150,12740198400,15107.105012,5.7098124,2.7569452632776295e-05,,,
12200,12792627200,15164.76026,4.99643918,2.7547082395283846e-05,,,
12250,12845056000,15222.420392,3.54767809,2.7524821684720776e-05,,,
12300,12897484800,15279.926781,5.16610757,2.7502669521090995e-05,,,
12350,12949913600,15337.881195,3.72245299,2.7480624937105165e-05,,,
12400,13002342400,15395.404306,4.17212681,2.7458686977965288e-05,,,
12450,13054771200,15453.104673,4.82299691,2.74368547011538e-05,,,
12500,13107200000,15511.052116,3.12366088,2.7415127176227073e-05,,,
12550,13159628800,15610.092298,5.80151607,2.739350348461316e-05,,,
12600,13212057600,15667.760157,3.70088577,2.7371982719413765e-05,,,
12650,13264486400,15725.691901,5.34769389,2.7350563985210243e-05,,,
12700,13316915200,15783.215281,3.51785298,2.7329246397873627e-05,,,
12750,13369344000,15840.738846,5.06532256,2.7308029084378474e-05,,,
12800,13421772800,15898.582197,3.43658752,2.728691118262055e-05,,,
12850,13474201600,15956.368521,5.54211573,2.7265891841238166e-05,,,
12900,13526630400,16013.889116,4.62249354,2.7244970219437148e-05,,,
12950,13579059200,16071.570038,6.72236339,2.7224145486819304e-05,,,
13000,13631488000,16129.509172,4.15499458,2.7203416823214345e-05,,,
13050,13683916800,16228.535173,3.94928186,2.7182783418515144e-05,,,
13100,13736345600,16286.065322,5.73034023,2.7162244472516275e-05,,,
13150,13788774400,16344.070207,5.00693223,2.714179919475572e-05,,,
13200,13841203200,16401.756828,4.31136777,2.7121446804359763e-05,,,
13250,13893632000,16459.433685,5.04792518,2.7101186529890865e-05,,,
13300,13946060800,16516.960677,5.59460923,2.7081017609198524e-05,,,
13350,13998489600,16574.821425,5.43295667,2.7060939289273095e-05,,,
13400,14050918400,16632.328653,5.21461618,2.704095082610239e-05,,,
13450,14103347200,16690.261734,3.9181486,2.702105148453107e-05,,,
13500,14155776000,16747.77243,3.92472337,2.7001240538122763e-05,,,
13550,14208204800,16846.683022,5.72071987,2.6981517269024832e-05,,,
13600,14260633600,16904.219953,4.27989293,2.696188096783569e-05,,,
13650,14313062400,16962.318612,6.17136223,2.6942330933474692e-05,,,
13700,14365491200,17019.869264,3.88792389,2.6922866473054487e-05,,,
13750,14417920000,17077.419324,3.60200702,2.6903486901755757e-05,,,
13800,14470348800,17135.253663,3.34440675,2.6884191542704358e-05,,,
13850,14522777600,17192.957907,3.91429943,2.6864979726850736e-05,,,
13900,14575206400,17250.66812,5.58781126,2.6845850792851644e-05,,,
13950,14627635200,17308.50693,4.80072558,2.682680408695402e-05,,,
14000,14680064000,17366.167134,4.40550324,2.6807838962881022e-05,,,
14050,14732492800,17465.178233,4.20492237,2.6788954781720227e-05,,,
14100,14784921600,17522.858696,3.84867778,2.677015091181385e-05,,,
14150,14837350400,17580.55703,4.44224322,2.6751426728650993e-05,,,
14200,14889779200,17638.256716,5.46572515,2.6732781614761836e-05,,,
14250,14942208000,17695.797324,4.61067779,2.671421495961386e-05,,,
14300,14994636800,17753.732765,3.76610256,2.6695726159509816e-05,,,
14350,15047065600,17811.516391,5.07973517,2.6677314617487677e-05,,,
14400,15099494400,17869.063641,4.5553095,2.665897974322229e-05,,,
14450,15151923200,17926.95603,3.63628513,2.66407209529289e-05,,,
14500,15204352000,17984.464936,5.66847147,2.662253766926831e-05,,,
14550,15256780800,18083.413822,4.77996085,2.660442932125381e-05,,,
14600,15309209600,18140.915334,4.22039527,2.6586395344159732e-05,,,
14650,15361638400,18198.832232,5.2223234,2.6568435179431604e-05,,,
14700,15414067200,18256.611452,5.02700391,2.6550548274597986e-05,,,
14750,15466496000,18314.117717,4.61873706,2.6532734083183725e-05,,,
14800,15518924800,18372.001773,4.40602744,2.651499206462487e-05,,,
14850,15571353600,18429.546653,3.09244902,2.6497321684184983e-05,,,
14900,15623782400,18487.214814,4.58919566,2.6479722412872976e-05,,,
14950,15676211200,18544.910743,3.43224622,2.6462193727362306e-05,,,
15000,15728640000,18602.743806,4.97311233,2.644473510991165e-05,,,
15050,15781068800,18701.805948,4.46720737,2.6427346048286905e-05,,,
15100,15833497600,18759.559263,3.92044879,2.641002603568455e-05,,,
15150,15885926400,18817.33707,4.71176198,2.6392774570656296e-05,,,
15200,15938355200,18874.801279,4.64116886,2.637559115703506e-05,,,
15250,15990784000,18932.268062,4.29280549,2.6358475303862208e-05,,,
15300,16043212800,18989.885626,4.64273294,2.6341426525315976e-05,,,
15350,16095641600,19047.610763,4.35120027,2.6324444340641186e-05,,,
15400,16148070400,19105.251329,4.85838208,2.6307528274080067e-05,,,
15450,16200499200,19163.150837,3.11334208,2.6290677854804335e-05,,,
15500,16252928000,19220.775386,4.47158077,2.6273892616848312e-05,,,
15550,16305356800,19319.467937,3.84558244,2.6257172099043237e-05,,,
15600,16357785600,19377.00165,4.15804006,2.6240515844952636e-05,,,
15650,16410214400,19434.695592,5.04977632,2.622392340280881e-05,,,
15700,16462643200,19492.358249,4.55334775,2.620739432545029e-05,,,
15750,16515072000,19550.459304,5.12393261,2.619092817026045e-05,,,
15800,16567500800,19608.11825,4.52888813,2.617452449910699e-05,,,
15850,16619929600,19665.808569,5.28389702,2.6158182878282534e-05,,,
15900,16672358400,19723.315294,4.08872187,2.6141902878446123e-05,,,
15950,16724787200,19780.824896,5.9572899,2.612568407456571e-05,,,
16000,16777216000,19838.501246,3.34168462,2.6109526045861554e-05,,,
16050,16829644800,19937.660514,4.74000556,2.6093428375750544e-05,,,
16100,16882073600,19995.758724,5.49062922,2.6077390651791438e-05,,,
16150,16934502400,20053.402402,4.21183694,2.6061412465630962e-05,,,
16200,16986931200,20111.086523,2.77219744,2.60454934129508e-05,,,
16250,17039360000,20168.589272,5.7354284,2.602963309341539e-05,,,
16300,17091788800,20226.249871,5.75788035,2.6013831110620602e-05,,,
16350,17144217600,20283.75651,3.90434571,2.599808707204321e-05,,,
16400,17196646400,20341.728098,3.31805936,2.5982400588991167e-05,,,
16450,17249075200,20399.479266,3.35575105,2.5966771276554652e-05,,,
16500,17301504000,20457.168983,3.69756496,2.595119875355792e-05,,,
16550,17353932800,20555.986807,4.28699306,2.5935682642511893e-05,,,
16600,17406361600,20613.513277,3.11434741,2.592022256956747e-05,,,
16650,17458790400,20671.03916,4.7145342,2.5904818164469623e-05,,,
16700,17511219200,20729.205011,3.93054698,2.5889469060512154e-05,,,
16750,17563648000,20786.73262,4.61998625,2.5874174894493185e-05,,,
16800,17616076800,20844.52582,4.79394574,2.585893530667132e-05,,,
16850,17668505600,20902.445595,4.91744293,2.58437499407225e-05,,,
16900,17720934400,20959.965052,4.6337734,2.5828618443697506e-05,,,
16950,17773363200,21017.485041,3.20879765,2.581354046598014e-05,,,
17000,17825792000,21075.174794,5.85861009,2.579851566124601e-05,,,
17050,17878220800,21174.33393,4.32801534,2.5783543686421964e-05,,,
17100,17930649600,21232.241112,4.28309277,2.5768624201646163e-05,,,
17150,17983078400,21289.873978,3.6664174,2.57537568702287e-05,,,
17200,18035507200,21347.918338,4.9966186,2.5738941358612893e-05,,,
17250,18087936000,21405.561061,4.6318667,2.5724177336337085e-05,,,
17300,18140364800,21463.20831,5.2112272,2.5709464475997063e-05,,,
17350,18192793600,21521.083103,4.71716481,2.5694802453209043e-05,,,
17400,18245222400,21578.935945,4.83708066,2.568019094657319e-05,,,
17450,18297651200,21636.71433,5.01870849,2.5665629637637685e-05,,,
17500,18350080000,21694.739099,3.63834987,2.5651118210863324e-05,,,
17550,18402508800,21793.674563,4.38085189,2.5636656353588667e-05,,,
17600,18454937600,21851.320754,4.62872323,2.5622243755995667e-05,,,
17650,18507366400,21909.107171,3.52043408,2.5607880111075826e-05,,,
17700,18559795200,21967.073246,5.71251525,2.5593565114596845e-05,,,
17750,18612224000,22024.967452,3.83186531,2.557929846506976e-05,,,
17800,18664652800,22082.67956,4.56146011,2.556507986371656e-05,,,
17850,18717081600,22140.631144,3.2117865,2.5550909014438274e-05,,,
17900,18769510400,22198.158363,4.94688024,2.5536785623783528e-05,,,
17950,18821939200,22255.849546,3.46779978,2.5522709400917553e-05,,,
18000,18874368000,22313.538268,4.77773222,2.550868005759166e-05,,,
18050,18926796800,22412.638666,5.53908797,2.5494697308113097e-05,,,
18100,18979225600,22470.734399,4.05404287,2.548076086931541e-05,,,
18150,19031654400,22528.258739,3.97798734,2.5466870460529214e-05,,,
18200,19084083200,22585.777103,4.33871017,2.5453025803553316e-05,,,
18250,19136512000,22643.513829,3.40956534,2.5439226622626343e-05,,,
18300,19188940800,22701.225454,3.90946524,2.542547264439871e-05,,,
18350,19241369600,22758.831779,6.30844659,2.541176359790502e-05,,,
18400,19293798400,22817.006353,4.20966999,2.539809921453682e-05,,,
18450,19346227200,22874.689643,5.43991609,2.5384479228015784e-05,,,
18500,19398656000,22932.206733,4.49121889,2.537090337436722e-05,,,
18550,19451084800,23030.856745,4.97578337,2.535737139189403e-05,,,
18600,19503513600,23088.734608,5.75242121,2.5343883021150917e-05,,,
18650,19555942400,23146.254191,5.5440179,2.533043800491906e-05,,,
18700,19608371200,23204.215296,4.84165326,2.531703608818111e-05,,,
18750,19660800000,23261.987114,4.12776008,2.5303677018096473e-05,,,
18800,19713228800,23319.775462,5.67744246,2.529036054397704e-05,,,
18850,19765657600,23377.40774,3.89122118,2.5277086417263142e-05,,,
18900,19818086400,23435.034005,3.04093695,2.5263854391499937e-05,,,
18950,19870515200,23492.86253,4.46766199,2.5250664222314046e-05,,,
19000,19922944000,23550.635566,2.89494946,2.523751566739055e-05,,,
19050,19975372800,23650.127933,4.19582286,2.5224408486450273e-05,,,
19100,20027801600,23707.891695,5.30882236,2.521134244122742e-05,,,
19150,20080230400,23765.683337,3.59942026,2.519831729544744e-05,,,
19200,20132659200,23823.205589,6.60048939,2.5185332814805283e-05,,,
19250,20185088000,23880.725012,5.59630298,2.517238876694389e-05,,,
19300,20237516800,23938.461573,5.29014911,2.5159484921432975e-05,,,
19350,20289945600,23996.141734,4.51214401,2.514662104974811e-05,,,
19400,20342374400,24054.196924,4.49493418,2.5133796925250113e-05,,,
19450,20394803200,24111.89195,4.41857073,2.512101232316464e-05,,,
19500,20447232000,24169.585964,3.66607314,2.5108267020562133e-05,,,
19550,20499660800,24268.333359,4.9055318,2.5095560796337962e-05,,,
19600,20552089600,24326.057619,3.98713035,2.5082893431192894e-05,,,
19650,20604518400,24383.699568,3.57415792,2.507026470761377e-05,,,
19700,20656947200,24441.614644,4.90693642,2.5057674409854477e-05,,,
19750,20709376000,24499.255771,4.81213215,2.5045122323917114e-05,,,
19800,20761804800,24557.123271,3.19085331,2.503260823753349e-05,,,
19850,20814233600,24614.640983,3.13236331,2.502013194014678e-05,,,
19900,20866662400,24672.159404,3.49587882,2.5007693222893497e-05,,,
19932,20900216832,24709.011644,4.47781133,2.4999752070151902e-05,,,
