track_id,assay_type,distance_bin_start_bp,distance_bin_end_bp,distance_bin_center_bp,effect_mean,effect_relative_to_bin0,count
ENCSR046BCI_M,PRO-cap,7040,7167,7103,0.0002368365986608996,0.33199821937336654,1664
ENCSR046BCI_M,PRO-cap,7168,7295,7231,0.0002482538935475112,0.3480030159033274,1664
ENCSR046BCI_M,PRO-cap,7296,7423,7359,0.0001993149888535753,0.27940031974768464,1644
ENCSR046BCI_M,PRO-cap,7424,7551,7487,0.00020069026210952265,0.2813281817196431,1536
ENCSR046BCI_M,PRO-cap,7552,7679,7615,0.00022164937764064993,0.3107087296388347,1536
ENCSR046BCI_M,PRO-cap,7680,7807,7743,0.0002853465991089858,0.3999996763341007,1536
ENCSR046BCI_M,PRO-cap,7808,7935,7871,0.00023926008084002801,0.335395463602945,1488
ENCSR046BCI_M,PRO-cap,7936,8063,7999,0.00024188598033674088,0.33907645700553274,1347
ENCSR046BCI_M,PRO-cap,8064,8191,8127,0.00024683844830188225,0.3460188407216776,1243
ENCSR046BCI_M,PRO-cap,8192,8319,8255,0.0002922276899476452,0.4096456090940634,1152
ENCSR046BCI_M,PRO-cap,8320,8447,8383,0.000186723611970289,0.2617496917267369,1152
ENCSR046BCI_M,PRO-cap,8448,8575,8511,0.00025195596390403807,0.3531925886860443,1152
ENCSR046BCI_M,PRO-cap,8576,8703,8639,0.0003281025604586606,0.45993510487828715,1063
ENCSR046BCI_M,PRO-cap,8704,8831,8767,0.0003556380031497497,0.4985343669635698,1024
ENCSR046BCI_M,PRO-cap,8832,8959,8895,0.0003180443363315119,0.4458354576145094,942
ENCSR046BCI_M,PRO-cap,8960,9087,9023,0.00020076133099044063,0.2814278062795761,856
ENCSR046BCI_M,PRO-cap,9088,9215,9151,0.00021862955895812775,0.3064755391982675,768
ENCSR046BCI_M,PRO-cap,9216,9343,9279,0.000269818487614278,0.37823232536037976,768
ENCSR046BCI_M,PRO-cap,9344,9471,9407,0.00022299852253127028,0.31259996479376934,768
ENCSR046BCI_M,PRO-cap,9472,9599,9535,0.0002624247949067164,0.3678678258388387,768
ENCSR046BCI_M,PRO-cap,9600,9727,9663,0.00023458942147084247,0.328848119980225,642
ENCSR046BCI_M,PRO-cap,9728,9855,9791,0.00025425665503462367,0.35641770407362067,640
ENCSR046BCI_M,PRO-cap,9856,9983,9919,7.139007276932448e-05,0.1000748075861628,544
ENCSR046BCI_M,PRO-cap,9984,10111,10047,0.00013129319864901845,0.18404718026591108,512
ENCSR046BCI_M,PRO-cap,10112,10239,10175,0.00019655190553180546,0.2755270216679344,512
ENCSR046BCI_M,PRO-cap,10240,10367,10303,0.00016586402955454105,0.23250866961251565,512
ENCSR046BCI_M,PRO-cap,10368,10495,10431,0.0002572635378328414,0.36063276095468155,512
ENCSR046BCI_M,PRO-cap,10496,10623,10559,0.00034187316592909736,0.4792387788954269,440
ENCSR046BCI_M,PRO-cap,10624,10751,10687,0.00023236574164305543,0.32573095925651946,384
ENCSR046BCI_M,PRO-cap,10752,10879,10815,6.626698473155557e-05,0.09289324816566318,384
ENCSR046BCI_M,PRO-cap,10880,11007,10943,0.0001331264284090139,0.18661700697116698,384
ENCSR046BCI_M,PRO-cap,11008,11135,11071,0.00029460599383431446,0.4129795222644408,384
ENCSR046BCI_M,PRO-cap,11136,11263,11199,0.0003609557591221491,0.5059888124499555,314
ENCSR046BCI_M,PRO-cap,11264,11391,11327,0.0002882864137063734,0.4041207168199843,128
ENCSR046BCI_M,PRO-cap,11392,11519,11455,0.0004558315968097304,0.6389860322712592,128
ENCSR046BCI_M,PRO-cap,11520,11647,11583,0.0006070236454434053,0.8509274771898333,128
ENCSR046BCI_M,PRO-cap,11648,11775,11711,0.00010938985360553488,0.15334300872370446,128
ENCSR046BCI_M,PRO-cap,11776,11903,11839,5.2901300477969926e-05,0.07415719386499117,128
ENCSR046BCI_M,PRO-cap,11904,12031,11967,0.0002985915461977129,0.4185664809327762,128
ENCSR046BCI_M,PRO-cap,12032,12159,12095,0.00030187297488737386,0.42316639702736575,128
ENCSR046BCI_M,PRO-cap,12160,12287,12223,0.00048629679835178485,0.6816922386684153,71
ENCSR046BCI_P,PRO-cap,0,127,63,0.006624865142612293,1.0,4010
ENCSR046BCI_P,PRO-cap,128,255,191,0.0042848591639569585,0.6467843603933903,3968
ENCSR046BCI_P,PRO-cap,256,383,319,0.003074258659624672,0.46404848905534724,3968
ENCSR046BCI_P,PRO-cap,384,511,447,0.003923297697911626,0.5922079338153298,3968
ENCSR046BCI_P,PRO-cap,512,639,575,0.0025018310356420942,0.3776425605330256,3968
ENCSR046BCI_P,PRO-cap,640,767,703,0.0029400486459449423,0.4437899614037476,3968
ENCSR046BCI_P,PRO-cap,768,895,831,0.003387804840199791,0.5113771778400192,3968
ENCSR046BCI_P,PRO-cap,896,1023,959,0.002932823802233719,0.4426993967574196,3968
ENCSR046BCI_P,PRO-cap,1024,1151,1087,0.0026491492412355285,0.39987972346723505,3784
ENCSR046BCI_P,PRO-cap,1152,1279,1215,0.002654803706514815,0.4007332450344766,3712
ENCSR046BCI_P,PRO-cap,1280,1407,1343,0.002008778772788305,0.3032180624881687,3712
ENCSR046BCI_P,PRO-cap,1408,1535,1471,0.002361217763885587,0.35641748368548976,3712
ENCSR046BCI_P,PRO-cap,1536,1663,1599,0.0023092145031647494,0.34856777511008896,3712
ENCSR046BCI_P,PRO-cap,1664,1791,1727,0.0020209947162580805,0.305062016018815,3657
ENCSR046BCI_P,PRO-cap,1792,1919,1855,0.002299397265963827,0.34708589782057614,3584
ENCSR046BCI_P,PRO-cap,1920,2047,1983,0.001791188024290997,0.27037350734428717,3584
ENCSR046BCI_P,PRO-cap,2048,2175,2111,0.002062696223138768,0.31135671122890407,3584
ENCSR046BCI_P,PRO-cap,2176,2303,2239,0.0018779220785388265,0.2834657065635499,3584
ENCSR046BCI_P,PRO-cap,2304,2431,2367,0.0013384327854679505,0.20203170278273536,3553
ENCSR046BCI_P,PRO-cap,2432,2559,2495,0.0014751902809385447,0.22267476381516996,3456
ENCSR046BCI_P,PRO-cap,2560,2687,2623,0.0017655247109086291,0.26649972080978146,3455
ENCSR046BCI_P,PRO-cap,2688,2815,2751,0.0015619764048131822,0.2357748227607346,3328
ENCSR046BCI_P,PRO-cap,2816,2943,2879,0.0014473037719408938,0.2184653937529358,3328
ENCSR046BCI_P,PRO-cap,2944,3071,3007,0.001255499910170189,0.18951327810351845,3328
ENCSR046BCI_P,PRO-cap,3072,3199,3135,0.0019338686354505906,0.2919106417746693,3328
ENCSR046BCI_P,PRO-cap,3200,3327,3263,0.0016783452131852263,0.2533402834708009,3241
ENCSR046BCI_P,PRO-cap,3328,3455,3391,0.0012639119879364017,0.19078305153816616,3155
ENCSR046BCI_P,PRO-cap,3456,3583,3519,0.0013965777255483165,0.2108084761703727,3072
ENCSR046BCI_P,PRO-cap,3584,3711,3647,0.0017824928699771583,0.26906100450435616,3034
ENCSR046BCI_P,PRO-cap,3712,3839,3775,0.0014876547200638806,0.224556226887552,2944
ENCSR046BCI_P,PRO-cap,3840,3967,3903,0.0012701655950877466,0.19172701145534557,2944
ENCSR046BCI_P,PRO-cap,3968,4095,4031,0.0012954895756770977,0.1955495769029745,2944
ENCSR046BCI_P,PRO-cap,4096,4223,4159,0.0014386558083728602,0.21716001418944728,2854
ENCSR046BCI_P,PRO-cap,4224,4351,4287,0.0016145319811237807,0.24370790142411022,2750
ENCSR046BCI_P,PRO-cap,4352,4479,4415,0.0012451417437347987,0.18794974945615556,2609
ENCSR046BCI_P,PRO-cap,4480,4607,4543,0.0011893291664591744,0.1795250379980116,2560
ENCSR046BCI_P,PRO-cap,4608,4735,4671,0.00109907020182618,0.16590076600303424,2560
ENCSR046BCI_P,PRO-cap,4736,4863,4799,0.001471868813587207,0.2221734000470272,2560
ENCSR046BCI_P,PRO-cap,4864,4991,4927,0.0007518307167341529,0.11348619187706117,2453
ENCSR046BCI_P,PRO-cap,4992,5119,5055,0.001327340758124544,0.2003574004226676,2432
ENCSR046BCI_P,PRO-cap,5120,5247,5183,0.001003990654465413,0.15154884406741645,2432
ENCSR046BCI_P,PRO-cap,5248,5375,5311,0.001384798554075304,0.20903045183033797,2305
ENCSR046BCI_P,PRO-cap,5376,5503,5439,0.0011660464521759826,0.1760105944913154,2304
ENCSR046BCI_P,PRO-cap,5504,5631,5567,0.0015271509346727423,0.2305180410163884,2304
ENCSR046BCI_P,PRO-cap,5632,5759,5695,0.0015881379349626196,0.23972381335696,2244
ENCSR046BCI_P,PRO-cap,5760,5887,5823,0.0017035020410623796,0.257137617806762,2176
ENCSR046BCI_P,PRO-cap,5888,6015,5951,0.0013207369442713294,0.19936057804046728,2058
ENCSR046BCI_P,PRO-cap,6016,6143,6079,0.001713665740282977,0.2586717923147414,2048
ENCSR046BCI_P,PRO-cap,6144,6271,6207,0.0010994156517369902,0.1659529104472416,2048
ENCSR046BCI_P,PRO-cap,6272,6399,6335,0.000946464570505931,0.14286548482596348,2039
ENCSR046BCI_P,PRO-cap,6400,6527,6463,0.0010259142587528912,0.1548581347194573,1920
ENCSR046BCI_P,PRO-cap,6528,6655,6591,0.0009520513661011262,0.1437087918933421,1853
ENCSR046BCI_P,PRO-cap,6656,6783,6719,0.0011382546361703913,0.1718155180018591,1792
ENCSR046BCI_P,PRO-cap,6784,6911,6847,0.0011134239192155551,0.1680674089580809,1792
ENCSR046BCI_P,PRO-cap,6912,7039,6975,0.0009289376244591299,0.14021985421016955,1792
ENCSR046BCI_P,PRO-cap,7040,7167,7103,0.0009872632102332528,0.14902389542739564,1664
ENCSR046BCI_P,PRO-cap,7168,7295,7231,0.001136102249942129,0.1714906229010641,1664
ENCSR046BCI_P,PRO-cap,7296,7423,7359,0.001147250121383171,0.173173354730477,1644
ENCSR046BCI_P,PRO-cap,7424,7551,7487,0.0008988306298457852,0.13567530968507557,1536
ENCSR046BCI_P,PRO-cap,7552,7679,7615,0.0005614548258752924,0.08474962339443208,1536
ENCSR046BCI_P,PRO-cap,7680,7807,7743,0.0015827355316938945,0.2389083396601483,1536
ENCSR046BCI_P,PRO-cap,7808,7935,7871,0.001037251110329801,0.15656939243306556,1488
ENCSR046BCI_P,PRO-cap,7936,8063,7999,0.0008232016161322019,0.12425937712108656,1347
ENCSR046BCI_P,PRO-cap,8064,8191,8127,0.000687491951301643,0.10377448242373634,1243
ENCSR046BCI_P,PRO-cap,8192,8319,8255,0.000721713754299142,0.10894014274448437,1152
ENCSR046BCI_P,PRO-cap,8320,8447,8383,0.0008636652315645835,0.1303672169882127,1152
ENCSR046BCI_P,PRO-cap,8448,8575,8511,0.0006412414549130416,0.09679313331051287,1152
ENCSR046BCI_P,PRO-cap,8576,8703,8639,0.0006517194478865889,0.09837474935068719,1063
ENCSR046BCI_P,PRO-cap,8704,8831,8767,0.0011307244615750278,0.17067886473673402,1024
ENCSR046BCI_P,PRO-cap,8832,8959,8895,0.0014241197608181942,0.21496584913978195,942
ENCSR046BCI_P,PRO-cap,8960,9087,9023,0.0009294449856013025,0.14029643858302104,856
