assay_type,distance_bin_start_bp,distance_bin_end_bp,distance_bin_center_bp,effect_mean,effect_relative_to_bin0,count
eCLIP,8064,8191,8127,0.00994245085465298,0.20304988544896396,1243
eCLIP,8192,8319,8255,0.012012095902769538,0.24531724951075495,1152
eCLIP,8320,8447,8383,0.01014858194553704,0.20725960144387787,1152
eCLIP,8448,8575,8511,0.0145701861423125,0.29755989447834125,1152
eCLIP,8576,8703,8639,0.016766543471979842,0.3424150424407007,1063
eCLIP,8704,8831,8767,0.02122667755349994,0.4335022127550351,1024
eCLIP,8832,8959,8895,0.018116185446556524,0.3699781304902291,942
eCLIP,8960,9087,9023,0.013331497386558946,0.272262750580972,856
eCLIP,9088,9215,9151,0.013112089131823268,0.2677818814630938,768
eCLIP,9216,9343,9279,0.013080357626108707,0.26713384420400593,768
eCLIP,9344,9471,9407,0.007866964775341026,0.16066323282015188,768
eCLIP,9472,9599,9535,0.008942103129053672,0.1826202656236859,768
eCLIP,9600,9727,9663,0.014773999208165006,0.30172227056441325,642
eCLIP,9728,9855,9791,0.014205341900469648,0.29010885623878735,640
eCLIP,9856,9983,9919,0.01027198383179198,0.20977977873562934,544
eCLIP,9984,10111,10047,0.014454875915475895,0.29520496924988926,512
eCLIP,10112,10239,10175,0.008872191682428365,0.18119249781911118,512
eCLIP,10240,10367,10303,0.016743784218306246,0.34195024116394457,512
eCLIP,10368,10495,10431,0.014485883933502919,0.29583823106837137,512
eCLIP,10496,10623,10559,0.01089950489761329,0.22259533924425368,440
eCLIP,10624,10751,10687,0.01104479785459489,0.22556258733055912,384
eCLIP,10752,10879,10815,0.006034034751261667,0.12323018569061989,384
eCLIP,10880,11007,10943,0.005391450071632183,0.11010698825193564,384
eCLIP,11008,11135,11071,0.008745628549149842,0.17860775990187627,384
eCLIP,11136,11263,11199,0.010356401203787488,0.21150379406788203,314
eCLIP,11264,11391,11327,0.006178583053952025,0.12618222606096616,128
eCLIP,11392,11519,11455,0.007322362705508567,0.1495410870322249,128
eCLIP,11520,11647,11583,0.0070092460855448735,0.14314645710191545,128
eCLIP,11648,11775,11711,0.006261564398300834,0.1278769140921915,128
eCLIP,11776,11903,11839,0.003193584771906899,0.06522104374333208,128
eCLIP,11904,12031,11967,0.004286429108105949,0.08753967729985784,128
eCLIP,12032,12159,12095,0.003930041698822606,0.08026134887879555,128
eCLIP,12160,12287,12223,0.004615298418236345,0.09425601683483334,71
polyA plus RNA-seq,0,127,63,0.05418592354206094,1.0,4010
polyA plus RNA-seq,128,255,191,0.01831853351236092,0.33806812387614754,3968
polyA plus RNA-seq,256,383,319,0.010879392339941864,0.20077894089037557,3968
polyA plus RNA-seq,384,511,447,0.013593144770458176,0.2508611809468693,3968
polyA plus RNA-seq,512,639,575,0.020156136553850956,0.3719810466680536,3968
polyA plus RNA-seq,640,767,703,0.024129901403343427,0.44531678757146187,3968
polyA plus RNA-seq,768,895,831,0.02846821359520207,0.5253802414773661,3968
polyA plus RNA-seq,896,1023,959,0.017828134953296902,0.329017829500647,3968
polyA plus RNA-seq,1024,1151,1087,0.01752839734727107,0.32348617872434965,3784
polyA plus RNA-seq,1152,1279,1215,0.01274182869985515,0.23515016201513134,3712
polyA plus RNA-seq,1280,1407,1343,0.012967127387849454,0.2393080442337378,3712
polyA plus RNA-seq,1408,1535,1471,0.013550188976986302,0.25006843274468116,3712
polyA plus RNA-seq,1536,1663,1599,0.019781190326065026,0.3650614224690698,3712
polyA plus RNA-seq,1664,1791,1727,0.018106152537302515,0.33414863775917575,3657
polyA plus RNA-seq,1792,1919,1855,0.017031217957082845,0.31431074426299366,3584
polyA plus RNA-seq,1920,2047,1983,0.013581743668964918,0.2506507738752909,3584
polyA plus RNA-seq,2048,2175,2111,0.01330420186552926,0.24552874613647746,3584
polyA plus RNA-seq,2176,2303,2239,0.017358339690352814,0.32034776849154717,3584
polyA plus RNA-seq,2304,2431,2367,0.01999748525999501,0.3690531406089681,3553
polyA plus RNA-seq,2432,2559,2495,0.01772645099872197,0.32714125440645303,3456
polyA plus RNA-seq,2560,2687,2623,0.011983395191569922,0.22115328868147843,3455
polyA plus RNA-seq,2688,2815,2751,0.011300725955851913,0.2085546432936574,3328
polyA plus RNA-seq,2816,2943,2879,0.01153808924027544,0.21293517736795953,3328
polyA plus RNA-seq,2944,3071,3007,0.010922208781196856,0.20156911735053606,3328
polyA plus RNA-seq,3072,3199,3135,0.011574019867951462,0.21359827629342365,3328
polyA plus RNA-seq,3200,3327,3263,0.009454414778854841,0.1744810120568676,3241
polyA plus RNA-seq,3328,3455,3391,0.011056389073101825,0.20404541161911696,3155
polyA plus RNA-seq,3456,3583,3519,0.010601939546328746,0.19565855582583477,3072
polyA plus RNA-seq,3584,3711,3647,0.012423900379961996,0.22928280202363158,3034
polyA plus RNA-seq,3712,3839,3775,0.02041520266238481,0.37676210587308423,2944
polyA plus RNA-seq,3840,3967,3903,0.02100707143045324,0.3876850306730833,2944
polyA plus RNA-seq,3968,4095,4031,0.014329555736643986,0.26445162876149747,2944
polyA plus RNA-seq,4096,4223,4159,0.01465017085333016,0.27036857352737015,2854
polyA plus RNA-seq,4224,4351,4287,0.012377496949989688,0.22842642776738606,2750
polyA plus RNA-seq,4352,4479,4415,0.011289130901327394,0.20834065682325023,2609
polyA plus RNA-seq,4480,4607,4543,0.014349215821857797,0.26481445519184427,2560
polyA plus RNA-seq,4608,4735,4671,0.013154889773431933,0.2427731948357522,2560
polyA plus RNA-seq,4736,4863,4799,0.013464409717016679,0.24848537843163548,2560
polyA plus RNA-seq,4864,4991,4927,0.00969772573858135,0.1789713103450871,2453
polyA plus RNA-seq,4992,5119,5055,0.009266847896804776,0.17101946946814583,2432
polyA plus RNA-seq,5120,5247,5183,0.01349995181647644,0.24914130707760884,2432
polyA plus RNA-seq,5248,5375,5311,0.011572998824454601,0.21357943295865853,2305
polyA plus RNA-seq,5376,5503,5439,0.013877015814210204,0.2561000146733385,2304
polyA plus RNA-seq,5504,5631,5567,0.027728667098219577,0.5117319275124221,2304
polyA plus RNA-seq,5632,5759,5695,0.010297866578839732,0.19004689605126285,2244
polyA plus RNA-seq,5760,5887,5823,0.00791917787757805,0.14614824958055603,2176
polyA plus RNA-seq,5888,6015,5951,0.008647265637011075,0.15958509280180075,2058
polyA plus RNA-seq,6016,6143,6079,0.009430482166635556,0.17403933623674972,2048
polyA plus RNA-seq,6144,6271,6207,0.009056201385647,0.16713199284344155,2048
polyA plus RNA-seq,6272,6399,6335,0.010576773298307779,0.19519411328474878,2039
polyA plus RNA-seq,6400,6527,6463,0.007725984406230661,0.14258286841292817,1920
polyA plus RNA-seq,6528,6655,6591,0.006567528461801221,0.12120359001915477,1853
polyA plus RNA-seq,6656,6783,6719,0.007187346187622877,0.13264231220574874,1792
polyA plus RNA-seq,6784,6911,6847,0.007834035531621859,0.1445769495013002,1792
polyA plus RNA-seq,6912,7039,6975,0.012119080361117085,0.22365735543309226,1792
polyA plus RNA-seq,7040,7167,7103,0.018400387990858198,0.3395787464354132,1664
polyA plus RNA-seq,7168,7295,7231,0.012442946538123159,0.2296342984440327,1664
polyA plus RNA-seq,7296,7423,7359,0.016810267749571055,0.3102331131538684,1644
polyA plus RNA-seq,7424,7551,7487,0.01120325829530581,0.20675587981091553,1536
polyA plus RNA-seq,7552,7679,7615,0.01061150408092241,0.1958350690965967,1536
polyA plus RNA-seq,7680,7807,7743,0.010207206803291532,0.1883737719330068,1536
polyA plus RNA-seq,7808,7935,7871,0.012009571378384667,0.221636369620284,1488
polyA plus RNA-seq,7936,8063,7999,0.013055595891853018,0.2409407284849325,1347
polyA plus RNA-seq,8064,8191,8127,0.012253972060367022,0.2261467787082207,1243
polyA plus RNA-seq,8192,8319,8255,0.01118997575718418,0.20651075086868534,1152
polyA plus RNA-seq,8320,8447,8383,0.011853794063629013,0.2187615027808412,1152
polyA plus RNA-seq,8448,8575,8511,0.016793558509056714,0.309924744496068,1152
polyA plus RNA-seq,8576,8703,8639,0.025727573342828092,0.4748017872733586,1063
polyA plus RNA-seq,8704,8831,8767,0.021844394571189696,0.4031378103989192,1024
polyA plus RNA-seq,8832,8959,8895,0.016444557161523213,0.30348393247848576,942
polyA plus RNA-seq,8960,9087,9023,0.01357293899919594,0.2504882838927746,856
polyA plus RNA-seq,9088,9215,9151,0.011395221990824211,0.21029856549328454,768
polyA plus RNA-seq,9216,9343,9279,0.013835007948121833,0.25532476044968827,768
polyA plus RNA-seq,9344,9471,9407,0.012379778064011285,0.22846852567533862,768
polyA plus RNA-seq,9472,9599,9535,0.016981871568229206,0.31340005776679813,768
polyA plus RNA-seq,9600,9727,9663,0.023946754899850795,0.44193682296957654,642
polyA plus RNA-seq,9728,9855,9791,0.021828096064564307,0.4028370218257995,640
polyA plus RNA-seq,9856,9983,9919,0.013843809146612115,0.2554871863698343,544
polyA plus RNA-seq,9984,10111,10047,0.01277547800236789,0.2357711591360279,512
polyA plus RNA-seq,10112,10239,10175,0.012908206592328497,0.23822066227788313,512
polyA plus RNA-seq,10240,10367,10303,0.01368447990353161,0.2525467687730607,512
polyA plus RNA-seq,10368,10495,10431,0.012937635463458719,0.2387637714325583,512
polyA plus RNA-seq,10496,10623,10559,0.009528801234608347,0.17585381242439782,440
polyA plus RNA-seq,10624,10751,10687,0.013379303566277182,0.24691474633428948,384
polyA plus RNA-seq,10752,10879,10815,0.01652664145512972,0.3049987962704222,384
polyA plus RNA-seq,10880,11007,10943,0.022286260908003896,0.41129244370458223,384
polyA plus RNA-seq,11008,11135,11071,0.023551808873889968,0.4346481029451913,384
polyA plus RNA-seq,11136,11263,11199,0.01946127781300408,0.35915744423729495,314
polyA plus RNA-seq,11264,11391,11327,0.010053762831375934,0.18554196688318628,128
polyA plus RNA-seq,11392,11519,11455,0.00941625858831685,0.1737768404188522,128
polyA plus RNA-seq,11520,11647,11583,0.005556372198043391,0.10254272391851636,128
polyA plus RNA-seq,11648,11775,11711,0.007427277494571172,0.13707023907797508,128
polyA plus RNA-seq,11776,11903,11839,0.009308009000960737,0.17177909671938224,128
polyA plus RNA-seq,11904,12031,11967,0.016372782578400802,0.30215933416160556,128
polyA plus RNA-seq,12032,12159,12095,0.01090416286024265,0.20123608028528794,128
polyA plus RNA-seq,12160,12287,12223,0.013588186550203343,0.2507696771036067,71
total RNA-seq,0,127,63,0.06268608431126273,1.0,4010
total RNA-seq,128,255,191,0.028272233388707397,0.45101291138753996,3968
total RNA-seq,256,383,319,0.022167961925700388,0.35363449750070763,3968
total RNA-seq,384,511,447,0.024821020286136416,0.3959574211541054,3968
total RNA-seq,512,639,575,0.029224702271749853,0.4662071748912715,3968
total RNA-seq,640,767,703,0.032821561696495805,0.523586088636881,3968
total RNA-seq,768,895,831,0.03887035154912155,0.6200794319216676,3968
total RNA-seq,896,1023,959,0.029239504637570784,0.46644330968870806,3968
total RNA-seq,1024,1151,1087,0.02890196944446705,0.4610587782283008,3784
total RNA-seq,1152,1279,1215,0.024979175243672592,0.3984803887197755,3712
total RNA-seq,1280,1407,1343,0.02413047550020298,0.38494150281241113,3712
total RNA-seq,1408,1535,1471,0.024885485879943596,0.39698580878615275,3712
total RNA-seq,1536,1663,1599,0.030373007382846044,0.4845255165728858,3712
total RNA-seq,1664,1791,1727,0.02737449198299884,0.4366916881755286,3657
total RNA-seq,1792,1919,1855,0.028183249476780605,0.4495933951918091,3584
total RNA-seq,1920,2047,1983,0.025443077761792665,0.4058807954163655,3584
total RNA-seq,2048,2175,2111,0.025672622817337145,0.40954261379386525,3584
total RNA-seq,2176,2303,2239,0.029295956814313025,0.4673438632543436,3584
total RNA-seq,2304,2431,2367,0.02975713548490478,0.47470081776280854,3553
total RNA-seq,2432,2559,2495,0.02773292432700011,0.44240958151564386,3456
total RNA-seq,2560,2687,2623,0.02252382148865391,0.3593113485413075,3455
total RNA-seq,2688,2815,2751,0.020961656731803766,0.33439090927613757,3328
total RNA-seq,2816,2943,2879,0.02078801573086891,0.3316209005438541,3328
total RNA-seq,2944,3071,3007,0.0202474893710412,0.3229981517190309,3328
total RNA-seq,3072,3199,3135,0.021652877050026012,0.34541760404925576,3328
total RNA-seq,3200,3327,3263,0.019782607874090804,0.31558212785890166,3241
total RNA-seq,3328,3455,3391,0.01968493219079426,0.31402395614711404,3155
total RNA-seq,3456,3583,3519,0.017616466935057435,0.28102675623483325,3072
total RNA-seq,3584,3711,3647,0.02021071393082209,0.32241149136812264,3034
total RNA-seq,3712,3839,3775,0.02540566336429235,0.40528394209698226,2944
total RNA-seq,3840,3967,3903,0.02736689964802716,0.4365705714228219,2944
total RNA-seq,3968,4095,4031,0.022294025531590232,0.35564552765636204,2944
total RNA-seq,4096,4223,4159,0.0232049436093479,0.3701769517796903,2854
total RNA-seq,4224,4351,4287,0.020413296071727843,0.3256431837466073,2750
total RNA-seq,4352,4479,4415,0.018002276415528148,0.2871813834493041,2609
total RNA-seq,4480,4607,4543,0.02059005345249716,0.32846290654013255,2560
total RNA-seq,4608,4735,4671,0.019917250062599125,0.31773000788662464,2560
total RNA-seq,4736,4863,4799,0.020809561695085677,0.33196461262052146,2560
total RNA-seq,4864,4991,4927,0.015845802120044408,0.25278021899347464,2453
total RNA-seq,4992,5119,5055,0.014985593089800443,0.2390577311447734,2432
total RNA-seq,5120,5247,5183,0.017774077060745474,0.28354103236835976,2432
total RNA-seq,5248,5375,5311,0.017724264566248073,0.28274639835915827,2305
total RNA-seq,5376,5503,5439,0.019751039008914024,0.3150785254162921,2304
total RNA-seq,5504,5631,5567,0.030135475560811642,0.4807362892723743,2304
total RNA-seq,5632,5759,5695,0.015384839576528031,0.24542671225300727,2244
total RNA-seq,5760,5887,5823,0.01398122025816787,0.2230354697024182,2176
total RNA-seq,5888,6015,5951,0.015291218126456405,0.24393321571226378,2058
total RNA-seq,6016,6143,6079,0.015566966971690022,0.24833210022169347,2048
total RNA-seq,6144,6271,6207,0.014345284427406568,0.2288432047561977,2048
total RNA-seq,6272,6399,6335,0.015040483458150112,0.23993336995604633,2039
total RNA-seq,6400,6527,6463,0.012693639886280531,0.2024953388897491,1920
total RNA-seq,6528,6655,6591,0.011338132567583979,0.18087160319801426,1853
total RNA-seq,6656,6783,6719,0.01234047489284811,0.19686147297975212,1792
total RNA-seq,6784,6911,6847,0.013697701696466018,0.2185126387612788,1792
total RNA-seq,6912,7039,6975,0.016505274290336405,0.2633004513151721,1792
total RNA-seq,7040,7167,7103,0.02108199454022934,0.3363105986258192,1664
total RNA-seq,7168,7295,7231,0.016427716026835418,0.2620632028197025,1664
total RNA-seq,7296,7423,7359,0.01889279683327604,0.3013874138232238,1644
total RNA-seq,7424,7551,7487,0.014037900079112356,0.22393965476306174,1536
total RNA-seq,7552,7679,7615,0.013266231942376786,0.21162961585707563,1536
total RNA-seq,7680,7807,7743,0.01417428390952106,0.22611531833986934,1536
total RNA-seq,7808,7935,7871,0.017343778395790592,0.2766766912680564,1488
total RNA-seq,7936,8063,7999,0.01757136288915886,0.28030723376993316,1347
total RNA-seq,8064,8191,8127,0.015809672592621376,0.252203862568919,1243
total RNA-seq,8192,8319,8255,0.015603767513109941,0.24891916099960373,1152
total RNA-seq,8320,8447,8383,0.014762746042631787,0.23550276277153562,1152
total RNA-seq,8448,8575,8511,0.018998087196855015,0.3030670587513735,1152
total RNA-seq,8576,8703,8639,0.026649518499434737,0.4251265459030538,1063
total RNA-seq,8704,8831,8767,0.024763864945953173,0.3950456503709848,1024
total RNA-seq,8832,8959,8895,0.022582919356752298,0.36025410750843234,942
total RNA-seq,8960,9087,9023,0.02021417146857075,0.32246664775229705,856
total RNA-seq,9088,9215,9151,0.016401267424043908,0.26164128138239945,768
total RNA-seq,9216,9343,9279,0.01898743949383667,0.3028972012282034,768
total RNA-seq,9344,9471,9407,0.018249937567816232,0.2911321989294726,768
total RNA-seq,9472,9599,9535,0.020906553985393355,0.3335118825030375,768
total RNA-seq,9600,9727,9663,0.025087693285463942,0.40021152319696685,642
total RNA-seq,9728,9855,9791,0.023090430265892792,0.36835017722975183,640
total RNA-seq,9856,9983,9919,0.014936566471720546,0.23827563383213127,544
total RNA-seq,9984,10111,10047,0.01697493130359362,0.27079265661747126,512
total RNA-seq,10112,10239,10175,0.01728729786191252,0.2757756853351029,512
total RNA-seq,10240,10367,10303,0.02080435197672159,0.3318815045683704,512
total RNA-seq,10368,10495,10431,0.01853198534445255,0.29563156716622246,512
total RNA-seq,10496,10623,10559,0.012972327051366764,0.20694109695787846,440
total RNA-seq,10624,10751,10687,0.014332039567004054,0.22863191606991212,384
total RNA-seq,10752,10879,10815,0.016092407337055192,0.25671418966208887,384
total RNA-seq,10880,11007,10943,0.021124473021094065,0.33698823675446354,384
total RNA-seq,11008,11135,11071,0.023090748049071408,0.3683552466671255,384
total RNA-seq,11136,11263,11199,0.01902566063121424,0.30350692406856755,314
total RNA-seq,11264,11391,11327,0.010747399787760514,0.17144793626596874,128
total RNA-seq,11392,11519,11455,0.009100766657866188,0.1451800149563827,128
total RNA-seq,11520,11647,11583,0.006221021367309731,0.0992408671822561,128
total RNA-seq,11648,11775,11711,0.007789751221935148,0.12426603619482376,128
total RNA-seq,11776,11903,11839,0.008675143159962317,0.13839025447636177,128
total RNA-seq,11904,12031,11967,0.0147690412850352,0.2356031876500805,128
total RNA-seq,12032,12159,12095,0.010315463977349282,0.16455747859650433,128
total RNA-seq,12160,12287,12223,0.012610830527297417,0.20117432227349452,71
